payout_id,representative_id,product_id,program_id,payout_month,sales_target,actual_sales,sales_achievement,base_incentive,achievement_multiplier,calculated_payout,maximum_payout,expected_payout,actual_payout,payout_difference,status
PAYOUT_000160,FR0008,P021,PROGRAM_P021,2026-06-01,193752.7,125345.33,64.69,6267.27,1.0,6267.27,9400.9,6267.27,6267.27,0.0,Adjusted
PAYOUT_000161,FR0008,P021,PROGRAM_P021,2026-07-01,174791.88,104601.54,59.84,5230.08,1.0,5230.08,7845.12,5230.08,5230.08,0.0,Paid
PAYOUT_000162,FR0014,P029,PROGRAM_P029,2026-01-01,198289.12,122585.67,61.82,6129.28,1.0,6129.28,9193.93,6129.28,6129.28,0.0,Pending
PAYOUT_000163,FR0014,P029,PROGRAM_P029,2026-02-01,132757.28,122789.93,92.49,6139.5,1.25,7674.37,9209.24,7674.37,7674.37,0.0,Pending
PAYOUT_000164,FR0014,P029,PROGRAM_P029,2026-03-01,106445.91,132371.85,124.36,6618.59,1.5,9927.89,9927.89,9927.89,9927.89,0.0,Pending
PAYOUT_000165,FR0014,P029,PROGRAM_P029,2026-04-01,285087.02,125021.81,43.85,6251.09,0.5,3125.55,9376.64,3125.55,3125.55,0.0,Paid
PAYOUT_000166,FR0014,P029,PROGRAM_P029,2026-05-01,144510.84,137707.06,95.29,6885.35,1.25,8606.69,10328.03,8606.69,8606.69,0.0,Adjusted
PAYOUT_000167,FR0014,P029,PROGRAM_P029,2026-06-01,297648.68,118840.65,39.93,5942.03,0.5,2971.02,8913.05,2971.02,2971.02,0.0,Pending
PAYOUT_000168,FR0014,P029,PROGRAM_P029,2026-07-01,113227.26,120189.21,106.15,6009.46,1.5,9014.19,9014.19,9014.19,9014.19,0.0,Paid
PAYOUT_000169,FR0014,P010,PROGRAM_P010,2026-01-01,273425.8,60441.56,22.11,3022.08,0.5,1511.04,4533.12,1511.04,1511.04,0.0,Paid
PAYOUT_000170,FR0014,P010,PROGRAM_P010,2026-02-01,237572.54,62576.6,26.34,3128.83,0.5,1564.41,4693.24,1564.41,1564.41,0.0,Paid
PAYOUT_000171,FR0014,P010,PROGRAM_P010,2026-03-01,277517.38,60914.8,21.95,3045.74,0.5,1522.87,4568.61,1522.87,1522.87,0.0,Paid
PAYOUT_000172,FR0014,P010,PROGRAM_P010,2026-04-01,180973.35,58311.02,32.22,2915.55,0.5,1457.78,4373.33,1457.78,1457.78,0.0,Pending
PAYOUT_000173,FR0014,P010,PROGRAM_P010,2026-05-01,221585.99,54336.04,24.52,2716.8,0.5,1358.4,4075.2,1358.4,1358.4,0.0,Paid
PAYOUT_000174,FR0014,P010,PROGRAM_P010,2026-06-01,244040.18,55843.88,22.88,2792.19,0.5,1396.1,4188.29,1396.1,1396.1,0.0,Paid
PAYOUT_000175,FR0014,P010,PROGRAM_P010,2026-07-01,222300.97,64671.04,29.09,3233.55,0.5,1616.78,4850.33,1616.78,1616.78,0.0,Adjusted
PAYOUT_000176,FR0014,P028,PROGRAM_P028,2026-01-01,214386.89,99743.32,46.52,4987.17,0.5,2493.58,7480.75,2493.58,2493.58,0.0,Adjusted
PAYOUT_000177,FR0014,P028,PROGRAM_P028,2026-02-01,205046.11,108200.17,52.77,5410.01,1.0,5410.01,8115.01,5410.01,5410.01,0.0,Adjusted
PAYOUT_000178,FR0014,P028,PROGRAM_P028,2026-03-01,257383.97,106467.81,41.37,5323.39,0.5,2661.7,7985.09,2661.7,2661.7,0.0,Adjusted
PAYOUT_000179,FR0014,P028,PROGRAM_P028,2026-04-01,121863.26,98188.84,80.57,4909.44,1.25,6136.8,7364.16,6136.8,6136.8,0.0,Paid
PAYOUT_000180,FR0014,P028,PROGRAM_P028,2026-05-01,265402.02,107148.54,40.37,5357.43,0.5,2678.71,8036.14,2678.71,2678.71,0.0,Pending
PAYOUT_000181,FR0014,P028,PROGRAM_P028,2026-06-01,275555.99,92721.28,33.65,4636.06,0.5,2318.03,6954.1,2318.03,5529.53,3211.49,Adjusted
PAYOUT_000182,FR0014,P028,PROGRAM_P028,2026-07-01,179122.24,96278.37,53.75,4813.92,1.0,4813.92,7220.88,4813.92,4813.92,0.0,Adjusted
PAYOUT_000183,FR0014,P006,PROGRAM_P006,2026-01-01,107850.32,86595.52,80.29,4329.78,1.25,5412.22,6494.66,5412.22,5412.22,0.0,Paid
PAYOUT_000184,FR0014,P006,PROGRAM_P006,2026-02-01,203225.34,78941.32,38.84,3947.07,0.5,1973.53,5920.6,1973.53,1973.53,0.0,Adjusted
PAYOUT_000185,FR0014,P006,PROGRAM_P006,2026-03-01,292518.46,77818.42,26.6,3890.92,0.5,1945.46,5836.38,1945.46,1945.46,0.0,Pending
PAYOUT_000186,FR0014,P006,PROGRAM_P006,2026-04-01,158235.87,90138.73,56.96,4506.94,1.0,4506.94,6760.4,4506.94,4506.94,0.0,Paid
PAYOUT_000187,FR0014,P006,PROGRAM_P006,2026-05-01,276879.52,84644.3,30.57,4232.22,0.5,2116.11,6348.32,2116.11,2116.11,0.0,Paid
PAYOUT_000188,FR0014,P006,PROGRAM_P006,2026-06-01,192269.43,91855.63,47.77,4592.78,0.5,2296.39,6889.17,2296.39,2296.39,0.0,Paid
PAYOUT_000189,FR0014,P006,PROGRAM_P006,2026-07-01,158883.95,93223.33,58.67,4661.17,1.0,4661.17,6991.75,4661.17,4661.17,0.0,Pending
PAYOUT_000190,FR0014,P023,PROGRAM_P023,2026-01-01,237990.59,78595.28,33.02,3929.76,0.5,1964.88,9824.41,1964.88,1964.88,0.0,Pending
PAYOUT_000191,FR0014,P023,PROGRAM_P023,2026-02-01,192715.79,78850.51,40.92,3942.53,0.5,1971.26,9856.31,1971.26,1971.26,0.0,Adjusted
PAYOUT_000192,FR0014,P023,PROGRAM_P023,2026-03-01,190339.62,88580.83,46.54,4429.04,0.5,2214.52,11072.6,2214.52,2214.52,0.0,Adjusted
PAYOUT_000193,FR0014,P023,PROGRAM_P023,2026-04-01,200131.56,78037.03,38.99,3901.85,0.5,1950.93,9754.63,1950.93,1950.93,0.0,Pending
PAYOUT_000194,FR0014,P023,PROGRAM_P023,2026-05-01,255746.23,86589.22,33.86,4329.46,0.5,2164.73,10823.65,2164.73,2164.73,0.0,Adjusted
PAYOUT_000195,FR0014,P023,PROGRAM_P023,2026-06-01,209281.42,89489.32,42.76,4474.47,0.5,2237.23,11186.17,2237.23,2237.23,0.0,Paid
PAYOUT_000196,FR0014,P023,PROGRAM_P023,2026-07-01,182711.86,75281.79,41.2,3764.09,0.5,1882.04,9410.22,1882.04,1882.04,0.0,Paid
PAYOUT_000197,FR0022,P027,PROGRAM_P027,2026-01-01,104982.42,109761.48,104.55,5488.07,1.5,8232.11,8232.11,8232.11,8232.11,0.0,Paid
PAYOUT_000198,FR0022,P027,PROGRAM_P027,2026-02-01,218063.1,103532.18,47.48,5176.61,0.5,2588.3,7764.91,2588.3,2588.3,0.0,Adjusted
PAYOUT_000199,FR0022,P027,PROGRAM_P027,2026-03-01,279158.98,105496.99,37.79,5274.85,0.5,2637.42,7912.27,2637.42,2637.42,0.0,Paid
PAYOUT_000200,FR0022,P027,PROGRAM_P027,2026-04-01,118035.93,106069.4,89.86,5303.47,1.25,6629.34,7955.2,6629.34,6629.34,0.0,Paid
PAYOUT_000201,FR0022,P027,PROGRAM_P027,2026-05-01,238343.49,93544.13,39.25,4677.21,0.5,2338.6,7015.81,2338.6,2338.6,0.0,Adjusted
PAYOUT_000202,FR0022,P027,PROGRAM_P027,2026-06-01,259297.24,95342.8,36.77,4767.14,0.5,2383.57,7150.71,2383.57,2383.57,0.0,Adjusted
PAYOUT_000203,FR0022,P027,PROGRAM_P027,2026-07-01,246652.47,92088.0,37.34,4604.4,0.5,2302.2,6906.6,2302.2,4122.92,1820.72,Adjusted
PAYOUT_000204,FR0022,P013,PROGRAM_P013,2026-01-01,189879.68,95648.18,50.37,4782.41,1.0,4782.41,7173.61,4782.41,4782.41,0.0,Paid
PAYOUT_000205,FR0022,P013,PROGRAM_P013,2026-02-01,117061.31,89397.63,76.37,4469.88,1.25,5587.35,6704.82,5587.35,5587.35,0.0,Adjusted
PAYOUT_000206,FR0022,P013,PROGRAM_P013,2026-03-01,176817.47,91974.65,52.02,4598.73,1.0,4598.73,6898.1,4598.73,4598.73,0.0,Adjusted
PAYOUT_000207,FR0022,P013,PROGRAM_P013,2026-04-01,222414.51,100137.0,45.02,5006.85,0.5,2503.43,7510.28,2503.43,2503.43,0.0,Pending
PAYOUT_000208,FR0022,P013,PROGRAM_P013,2026-05-01,175735.73,97430.1,55.44,4871.51,1.0,4871.51,7307.26,4871.51,4871.51,0.0,Paid
PAYOUT_000209,FR0022,P013,PROGRAM_P013,2026-06-01,108781.22,103621.76,95.26,5181.09,1.25,6476.36,7771.63,6476.36,6476.36,0.0,Pending
PAYOUT_000210,FR0022,P013,PROGRAM_P013,2026-07-01,282450.56,89122.31,31.55,4456.12,0.5,2228.06,6684.17,2228.06,2228.06,0.0,Adjusted
PAYOUT_000211,FR0022,P026,PROGRAM_P026,2026-01-01,274261.08,130907.39,47.73,6545.37,0.5,3272.68,9818.05,3272.68,3272.68,0.0,Pending
PAYOUT_000212,FR0022,P026,PROGRAM_P026,2026-02-01,132424.82,144087.06,108.81,7204.35,1.5,10806.53,10806.53,10806.53,10806.53,0.0,Pending
PAYOUT_000213,FR0022,P026,PROGRAM_P026,2026-03-01,135773.35,125171.38,92.19,6258.57,1.25,7823.21,9387.85,7823.21,7823.21,0.0,Adjusted
PAYOUT_000214,FR0022,P026,PROGRAM_P026,2026-04-01,110262.1,125891.66,114.17,6294.58,1.5,9441.87,9441.87,9441.87,9441.87,0.0,Paid
PAYOUT_000215,FR0022,P026,PROGRAM_P026,2026-05-01,161903.66,140938.62,87.05,7046.93,1.25,8808.66,10570.4,8808.66,8808.66,0.0,Paid
PAYOUT_000216,FR0022,P026,PROGRAM_P026,2026-06-01,157756.11,136055.82,86.24,6802.79,1.25,8503.49,10204.19,8503.49,8503.49,0.0,Pending
PAYOUT_000217,FR0022,P026,PROGRAM_P026,2026-07-01,123510.8,147538.14,119.45,7376.91,1.5,11065.36,11065.36,11065.36,11065.36,0.0,Pending
PAYOUT_000218,FR0024,P022,PROGRAM_P022,2026-01-01,292086.78,83174.55,28.48,4158.73,0.5,2079.36,8317.45,2079.36,2079.36,0.0,Pending
PAYOUT_000219,FR0024,P022,PROGRAM_P022,2026-02-01,224512.07,77230.06,34.4,3861.5,0.5,1930.75,7723.01,1930.75,1930.75,0.0,Paid
PAYOUT_000220,FR0024,P022,PROGRAM_P022,2026-03-01,102441.55,82666.32,80.7,4133.32,1.25,5166.65,8266.63,5166.65,5166.65,0.0,Paid
PAYOUT_000221,FR0024,P022,PROGRAM_P022,2026-04-01,271082.21,74953.61,27.65,3747.68,0.5,1873.84,7495.36,1873.84,1873.84,0.0,Adjusted
PAYOUT_000222,FR0024,P022,PROGRAM_P022,2026-05-01,261490.91,71641.47,27.4,3582.07,0.5,1791.04,7164.15,1791.04,1791.04,0.0,Adjusted
PAYOUT_000223,FR0024,P022,PROGRAM_P022,2026-06-01,276540.58,77805.47,28.14,3890.27,0.5,1945.14,7780.55,1945.14,1945.14,0.0,Pending
PAYOUT_000224,FR0024,P022,PROGRAM_P022,2026-07-01,143374.77,85180.17,59.41,4259.01,1.0,4259.01,8518.02,4259.01,4259.01,0.0,Adjusted
PAYOUT_000225,FR0024,P017,PROGRAM_P017,2026-01-01,195142.4,130272.31,66.76,6513.62,1.0,6513.62,13027.23,6513.62,6513.62,0.0,Paid
PAYOUT_000226,FR0024,P017,PROGRAM_P017,2026-02-01,188375.07,144337.43,76.62,7216.87,1.25,9021.09,14433.74,9021.09,9021.09,0.0,Adjusted
PAYOUT_000227,FR0024,P017,PROGRAM_P017,2026-03-01,220020.42,120230.31,54.65,6011.52,1.0,6011.52,12023.03,6011.52,6011.52,0.0,Pending
PAYOUT_000228,FR0024,P017,PROGRAM_P017,2026-04-01,276433.57,136435.27,49.36,6821.76,0.5,3410.88,13643.53,3410.88,3410.88,0.0,Paid
PAYOUT_000229,FR0024,P017,PROGRAM_P017,2026-05-01,223953.21,133245.61,59.5,6662.28,1.0,6662.28,13324.56,6662.28,6662.28,0.0,Adjusted
PAYOUT_000230,FR0024,P017,PROGRAM_P017,2026-06-01,264024.28,147777.24,55.97,7388.86,1.0,7388.86,14777.72,7388.86,7388.86,0.0,Pending
PAYOUT_000231,FR0024,P017,PROGRAM_P017,2026-07-01,109783.76,126530.38,115.25,6326.52,1.5,9489.78,12653.04,9489.78,9489.78,0.0,Pending
PAYOUT_000232,FR0024,P008,PROGRAM_P008,2026-01-01,111012.79,114859.87,103.47,5742.99,1.5,8614.49,14357.48,8614.49,8614.49,0.0,Paid
PAYOUT_000233,FR0024,P008,PROGRAM_P008,2026-02-01,107344.21,127271.54,118.56,6363.58,1.5,9545.37,15908.94,9545.37,9545.37,0.0,Pending
PAYOUT_000234,FR0024,P008,PROGRAM_P008,2026-03-01,233399.31,118289.43,50.68,5914.47,1.0,5914.47,14786.18,5914.47,5914.47,0.0,Adjusted
PAYOUT_000235,FR0024,P008,PROGRAM_P008,2026-04-01,159688.31,114252.03,71.55,5712.6,1.0,5712.6,14281.5,5712.6,5712.6,0.0,Pending
PAYOUT_000236,FR0024,P008,PROGRAM_P008,2026-05-01,109806.27,105074.08,95.69,5253.7,1.25,6567.13,13134.26,6567.13,6567.13,0.0,Paid
PAYOUT_000237,FR0024,P008,PROGRAM_P008,2026-06-01,298747.04,123953.16,41.49,6197.66,0.5,3098.83,15494.15,3098.83,3098.83,0.0,Pending
PAYOUT_000238,FR0024,P008,PROGRAM_P008,2026-07-01,234418.1,120110.14,51.24,6005.51,1.0,6005.51,15013.77,6005.51,6005.51,0.0,Adjusted
PAYOUT_000239,FR0024,P014,PROGRAM_P014,2026-01-01,232184.92,107485.63,46.29,5374.28,0.5,2687.14,13435.7,2687.14,2687.14,0.0,Adjusted
PAYOUT_000240,FR0024,P014,PROGRAM_P014,2026-02-01,218993.8,128922.01,58.87,6446.1,1.0,6446.1,16115.25,6446.1,6446.1,0.0,Adjusted
PAYOUT_000241,FR0024,P014,PROGRAM_P014,2026-03-01,135483.85,120183.59,88.71,6009.18,1.25,7511.47,15022.95,7511.47,7511.47,0.0,Paid
PAYOUT_000242,FR0024,P014,PROGRAM_P014,2026-04-01,249866.96,127203.82,50.91,6360.19,1.0,6360.19,15900.48,6360.19,6360.19,0.0,Paid
PAYOUT_000243,FR0024,P014,PROGRAM_P014,2026-05-01,286295.96,116388.83,40.65,5819.44,0.5,2909.72,14548.6,2909.72,2909.72,0.0,Pending
PAYOUT_000244,FR0024,P014,PROGRAM_P014,2026-06-01,253702.4,113526.4,44.75,5676.32,0.5,2838.16,14190.8,2838.16,2838.16,0.0,Paid
PAYOUT_000245,FR0024,P014,PROGRAM_P014,2026-07-01,173713.89,109864.67,63.24,5493.23,1.0,5493.23,13733.08,5493.23,5493.23,0.0,Paid
PAYOUT_000246,FR0026,P006,PROGRAM_P006,2026-01-01,264052.95,98260.82,37.21,4913.04,0.5,2456.52,7369.56,2456.52,2456.52,0.0,Paid
PAYOUT_000247,FR0026,P006,PROGRAM_P006,2026-02-01,268661.93,98145.2,36.53,4907.26,0.5,2453.63,7360.89,2453.63,2453.63,0.0,Pending
PAYOUT_000248,FR0026,P006,PROGRAM_P006,2026-03-01,158566.54,102463.13,64.62,5123.16,1.0,5123.16,7684.73,5123.16,5123.16,0.0,Pending
PAYOUT_000249,FR0026,P006,PROGRAM_P006,2026-04-01,124404.65,104642.41,84.11,5232.12,1.25,6540.15,7848.18,6540.15,6540.15,0.0,Paid
PAYOUT_000250,FR0026,P006,PROGRAM_P006,2026-05-01,165841.71,105454.89,63.59,5272.74,1.0,5272.74,7909.12,5272.74,5272.74,0.0,Paid
PAYOUT_000251,FR0026,P006,PROGRAM_P006,2026-06-01,204929.24,105514.77,51.49,5275.74,1.0,5275.74,7913.61,5275.74,5275.74,0.0,Adjusted
PAYOUT_000252,FR0026,P006,PROGRAM_P006,2026-07-01,141810.2,118062.07,83.25,5903.1,1.25,7378.88,8854.66,7378.88,7378.88,0.0,Pending
PAYOUT_000253,FR0026,P014,PROGRAM_P014,2026-01-01,121860.45,165850.95,136.1,8292.55,1.5,12438.82,20731.37,12438.82,12438.82,0.0,Adjusted
PAYOUT_000254,FR0026,P014,PROGRAM_P014,2026-02-01,295869.99,161940.85,54.73,8097.04,1.0,8097.04,20242.61,8097.04,8097.04,0.0,Adjusted
PAYOUT_000255,FR0026,P014,PROGRAM_P014,2026-03-01,297437.85,168958.05,56.8,8447.9,1.0,8447.9,21119.76,8447.9,8447.9,0.0,Paid
PAYOUT_000256,FR0026,P014,PROGRAM_P014,2026-04-01,244814.83,168651.62,68.89,8432.58,1.0,8432.58,21081.45,8432.58,8432.58,0.0,Adjusted
PAYOUT_000257,FR0026,P014,PROGRAM_P014,2026-05-01,286778.33,151306.23,52.76,7565.31,1.0,7565.31,18913.28,7565.31,7565.31,0.0,Adjusted
PAYOUT_000258,FR0026,P014,PROGRAM_P014,2026-06-01,157437.46,155321.94,98.66,7766.1,1.25,9707.62,19415.24,9707.62,9707.62,0.0,Adjusted
PAYOUT_000259,FR0026,P014,PROGRAM_P014,2026-07-01,269559.59,157673.56,58.49,7883.68,1.0,7883.68,19709.19,7883.68,7883.68,0.0,Paid
PAYOUT_000260,FR0026,P015,PROGRAM_P015,2026-01-01,205078.25,159588.92,77.82,7979.45,1.25,9974.31,15958.89,9974.31,9974.31,0.0,Adjusted
PAYOUT_000261,FR0026,P015,PROGRAM_P015,2026-02-01,170770.67,138650.7,81.19,6932.54,1.25,8665.67,13865.07,8665.67,8665.67,0.0,Pending
PAYOUT_000262,FR0026,P015,PROGRAM_P015,2026-03-01,222858.0,163529.08,73.38,8176.45,1.0,8176.45,16352.91,8176.45,8176.45,0.0,Paid
PAYOUT_000263,FR0026,P015,PROGRAM_P015,2026-04-01,203941.16,149533.01,73.32,7476.65,1.0,7476.65,14953.3,7476.65,7476.65,0.0,Adjusted
PAYOUT_000264,FR0026,P015,PROGRAM_P015,2026-05-01,199548.22,164651.83,82.51,8232.59,1.25,10290.74,16465.18,10290.74,10290.74,0.0,Pending
PAYOUT_000265,FR0026,P015,PROGRAM_P015,2026-06-01,276732.74,162190.08,58.61,8109.5,1.0,8109.5,16219.01,8109.5,8109.5,0.0,Pending
PAYOUT_000266,FR0026,P015,PROGRAM_P015,2026-07-01,241717.41,157621.0,65.21,7881.05,1.0,7881.05,15762.1,7881.05,7881.05,0.0,Pending
PAYOUT_000267,FR0028,P012,PROGRAM_P012,2026-01-01,100316.18,142491.98,142.04,7124.6,1.5,10686.9,14249.2,10686.9,10686.9,0.0,Pending
PAYOUT_000268,FR0028,P012,PROGRAM_P012,2026-02-01,192977.13,144882.86,75.08,7244.14,1.25,9055.18,14488.29,9055.18,9055.18,0.0,Pending
PAYOUT_000269,FR0028,P012,PROGRAM_P012,2026-03-01,247493.68,140157.02,56.63,7007.85,1.0,7007.85,14015.7,7007.85,7007.85,0.0,Pending
PAYOUT_000270,FR0028,P012,PROGRAM_P012,2026-04-01,259912.87,137541.25,52.92,6877.06,1.0,6877.06,13754.12,6877.06,6877.06,0.0,Paid
PAYOUT_000271,FR0028,P012,PROGRAM_P012,2026-05-01,182808.23,139189.75,76.14,6959.49,1.25,8699.36,13918.98,8699.36,8699.36,0.0,Paid
PAYOUT_000272,FR0028,P012,PROGRAM_P012,2026-06-01,169930.01,124818.28,73.45,6240.91,1.0,6240.91,12481.83,6240.91,6240.91,0.0,Adjusted
PAYOUT_000273,FR0028,P012,PROGRAM_P012,2026-07-01,142467.59,137732.65,96.68,6886.63,1.25,8608.29,13773.26,8608.29,8608.29,0.0,Adjusted
PAYOUT_000274,FR0028,P028,PROGRAM_P028,2026-01-01,140237.43,126185.11,89.98,6309.26,1.25,7886.57,9463.88,7886.57,7886.57,0.0,Paid
PAYOUT_000275,FR0028,P028,PROGRAM_P028,2026-02-01,150883.5,134004.99,88.81,6700.25,1.25,8375.31,10050.37,8375.31,8375.31,0.0,Pending
PAYOUT_000276,FR0028,P028,PROGRAM_P028,2026-03-01,161554.51,132149.61,81.8,6607.48,1.25,8259.35,9911.22,8259.35,8259.35,0.0,Adjusted
PAYOUT_000277,FR0028,P028,PROGRAM_P028,2026-04-01,209998.72,131223.61,62.49,6561.18,1.0,6561.18,9841.77,6561.18,6561.18,0.0,Pending
PAYOUT_000278,FR0028,P028,PROGRAM_P028,2026-05-01,122767.35,154807.99,126.1,7740.4,1.5,11610.6,11610.6,11610.6,11610.6,0.0,Paid
PAYOUT_000279,FR0028,P028,PROGRAM_P028,2026-06-01,168272.32,155219.78,92.24,7760.99,1.25,9701.24,11641.48,9701.24,9701.24,0.0,Adjusted
PAYOUT_000280,FR0028,P028,PROGRAM_P028,2026-07-01,213784.31,148165.89,69.31,7408.29,1.0,7408.29,11112.44,7408.29,7408.29,0.0,Pending
PAYOUT_000281,FR0028,P015,PROGRAM_P015,2026-01-01,266408.55,90900.24,34.12,4545.01,0.5,2272.51,9090.02,2272.51,2272.51,0.0,Pending
PAYOUT_000282,FR0028,P015,PROGRAM_P015,2026-02-01,166102.97,194422.07,117.05,9721.1,1.5,14581.66,19442.21,14581.66,14581.66,0.0,Paid
PAYOUT_000283,FR0028,P015,PROGRAM_P015,2026-03-01,284455.95,87328.6,30.7,4366.43,0.5,2183.22,8732.86,2183.22,2183.22,0.0,Paid
PAYOUT_000284,FR0028,P015,PROGRAM_P015,2026-04-01,283232.61,92168.75,32.54,4608.44,0.5,2304.22,9216.88,2304.22,2304.22,0.0,Pending
PAYOUT_000285,FR0028,P015,PROGRAM_P015,2026-05-01,229130.44,93528.66,40.82,4676.43,0.5,2338.22,9352.87,2338.22,2338.22,0.0,Paid
PAYOUT_000286,FR0028,P015,PROGRAM_P015,2026-06-01,131077.26,83473.78,63.68,4173.69,1.0,4173.69,8347.38,4173.69,4173.69,0.0,Paid
PAYOUT_000287,FR0028,P015,PROGRAM_P015,2026-07-01,278411.67,84547.18,30.37,4227.36,0.5,2113.68,8454.72,2113.68,2113.68,0.0,Adjusted
PAYOUT_000288,FR0028,P020,PROGRAM_P020,2026-01-01,279185.72,100314.7,35.93,5015.74,0.5,2507.87,10031.47,2507.87,2507.87,0.0,Paid
PAYOUT_000289,FR0028,P020,PROGRAM_P020,2026-02-01,256797.81,102303.6,39.84,5115.18,0.5,2557.59,10230.36,2557.59,2557.59,0.0,Paid
PAYOUT_000290,FR0028,P020,PROGRAM_P020,2026-03-01,285558.0,118549.52,41.52,5927.48,0.5,2963.74,11854.95,2963.74,2963.74,0.0,Pending
PAYOUT_000291,FR0028,P020,PROGRAM_P020,2026-04-01,267021.15,108712.05,40.71,5435.6,0.5,2717.8,10871.21,2717.8,2717.8,0.0,Paid
PAYOUT_000292,FR0028,P020,PROGRAM_P020,2026-05-01,212988.53,103543.95,48.61,5177.2,0.5,2588.6,10354.4,2588.6,2588.6,0.0,Adjusted
PAYOUT_000293,FR0028,P020,PROGRAM_P020,2026-06-01,163100.57,115893.27,71.06,5794.66,1.0,5794.66,11589.33,5794.66,5794.66,0.0,Adjusted
PAYOUT_000294,FR0028,P020,PROGRAM_P020,2026-07-01,103743.69,114970.79,110.82,5748.54,1.5,8622.81,11497.08,8622.81,8622.81,0.0,Adjusted
PAYOUT_000295,FR0028,P006,PROGRAM_P006,2026-01-01,237098.66,102434.17,43.2,5121.71,0.5,2560.85,7682.56,2560.85,2560.85,0.0,Paid
PAYOUT_000296,FR0028,P006,PROGRAM_P006,2026-02-01,113242.61,101393.97,89.54,5069.7,1.25,6337.12,7604.55,6337.12,6337.12,0.0,Pending
PAYOUT_000297,FR0028,P006,PROGRAM_P006,2026-03-01,156092.01,109620.1,70.23,5481.01,1.0,5481.01,8221.51,5481.01,5481.01,0.0,Pending
PAYOUT_000298,FR0028,P006,PROGRAM_P006,2026-04-01,167830.48,103453.24,61.64,5172.66,1.0,5172.66,7758.99,5172.66,5172.66,0.0,Paid
PAYOUT_000299,FR0028,P006,PROGRAM_P006,2026-05-01,225302.17,110751.27,49.16,5537.56,0.5,2768.78,8306.35,2768.78,2768.78,0.0,Pending
PAYOUT_000300,FR0028,P006,PROGRAM_P006,2026-06-01,214196.33,110294.61,51.49,5514.73,1.0,5514.73,8272.1,5514.73,5514.73,0.0,Paid
PAYOUT_000301,FR0028,P006,PROGRAM_P006,2026-07-01,137475.78,96210.51,69.98,4810.53,1.0,4810.53,7215.79,4810.53,4810.53,0.0,Pending
