target_id,representative_id,product_id,target_month,target_amount
635,FR0023,P017,2026-05-01,142648.35
636,FR0023,P011,2026-05-01,205044.36
637,FR0023,P002,2026-06-01,131858.68
638,FR0023,P007,2026-06-01,152449.28
639,FR0023,P017,2026-06-01,152362.83
640,FR0023,P011,2026-06-01,128361.71
641,FR0023,P002,2026-07-01,210168.89
642,FR0023,P007,2026-07-01,165115.25
643,FR0023,P017,2026-07-01,78351.84
644,FR0023,P011,2026-07-01,192525.12
645,FR0024,P023,2026-01-01,188463.01
646,FR0024,P009,2026-01-01,89229.63
647,FR0024,P008,2026-01-01,131049.21
648,FR0024,P016,2026-01-01,150517.99
649,FR0024,P023,2026-02-01,69390.7
650,FR0024,P009,2026-02-01,142291.78
651,FR0024,P008,2026-02-01,73174.93
652,FR0024,P016,2026-02-01,211527.1
653,FR0024,P023,2026-03-01,124182.88
654,FR0024,P009,2026-03-01,92436.33
655,FR0024,P008,2026-03-01,177384.23
656,FR0024,P016,2026-03-01,169393.77
657,FR0024,P023,2026-04-01,116567.61
658,FR0024,P009,2026-04-01,245446.04
659,FR0024,P008,2026-04-01,171099.01
660,FR0024,P016,2026-04-01,235049.18
661,FR0024,P023,2026-05-01,211357.73
662,FR0024,P009,2026-05-01,134998.25
663,FR0024,P008,2026-05-01,163624.03
664,FR0024,P016,2026-05-01,173067.1
665,FR0024,P023,2026-06-01,150510.56
666,FR0024,P009,2026-06-01,181464.72
667,FR0024,P008,2026-06-01,171383.29
668,FR0024,P016,2026-06-01,157623.79
669,FR0024,P023,2026-07-01,97094.36
670,FR0024,P009,2026-07-01,210423.54
671,FR0024,P008,2026-07-01,171347.99
672,FR0024,P016,2026-07-01,196202.96
673,FR0025,P023,2026-01-01,115054.19
674,FR0025,P005,2026-01-01,175574.45
675,FR0025,P017,2026-01-01,74280.18
676,FR0025,P011,2026-01-01,166077.46
677,FR0025,P023,2026-02-01,190161.64
678,FR0025,P005,2026-02-01,203746.21
679,FR0025,P017,2026-02-01,109840.6
680,FR0025,P011,2026-02-01,93867.79
681,FR0025,P023,2026-03-01,112446.36
682,FR0025,P005,2026-03-01,163194.5
683,FR0025,P017,2026-03-01,73742.62
684,FR0025,P011,2026-03-01,81777.72
685,FR0025,P023,2026-04-01,64245.56
686,FR0025,P005,2026-04-01,100486.66
687,FR0025,P017,2026-04-01,194442.06
688,FR0025,P011,2026-04-01,245758.82
689,FR0025,P023,2026-05-01,56634.99
690,FR0025,P005,2026-05-01,130275.96
691,FR0025,P017,2026-05-01,218526.88
692,FR0025,P011,2026-05-01,79406.44
693,FR0025,P023,2026-06-01,231955.99
694,FR0025,P005,2026-06-01,160049.17
695,FR0025,P017,2026-06-01,240414.8
696,FR0025,P011,2026-06-01,148924.71
697,FR0025,P023,2026-07-01,56598.83
698,FR0025,P005,2026-07-01,54518.03
699,FR0025,P017,2026-07-01,205603.73
700,FR0025,P011,2026-07-01,81776.87
701,FR0026,P022,2026-01-01,188145.61
702,FR0026,P023,2026-01-01,248363.11
703,FR0026,P016,2026-01-01,208054.29
704,FR0026,P021,2026-01-01,90211.99
705,FR0026,P022,2026-02-01,100297.52
706,FR0026,P023,2026-02-01,142376.71
707,FR0026,P016,2026-02-01,126071.94
708,FR0026,P021,2026-02-01,212701.22
709,FR0026,P022,2026-03-01,212874.2
710,FR0026,P023,2026-03-01,59998.43
711,FR0026,P016,2026-03-01,140555.43
712,FR0026,P021,2026-03-01,242917.3
713,FR0026,P022,2026-04-01,226305.03
714,FR0026,P023,2026-04-01,164067.72
715,FR0026,P016,2026-04-01,171532.04
716,FR0026,P021,2026-04-01,114094.3
717,FR0026,P022,2026-05-01,183420.31
718,FR0026,P023,2026-05-01,50092.55
719,FR0026,P016,2026-05-01,55631.8
720,FR0026,P021,2026-05-01,190798.61
721,FR0026,P022,2026-06-01,120727.19
722,FR0026,P023,2026-06-01,213398.15
723,FR0026,P016,2026-06-01,232031.16
724,FR0026,P021,2026-06-01,174291.79
725,FR0026,P022,2026-07-01,106589.1
726,FR0026,P023,2026-07-01,147533.13
727,FR0026,P016,2026-07-01,215312.82
728,FR0026,P021,2026-07-01,243255.77
729,FR0027,P009,2026-01-01,122510.4
730,FR0027,P026,2026-01-01,58351.06
731,FR0027,P014,2026-01-01,73668.71
732,FR0027,P004,2026-01-01,198086.0
733,FR0027,P009,2026-02-01,149804.92
734,FR0027,P026,2026-02-01,152674.8
735,FR0027,P014,2026-02-01,162717.92
736,FR0027,P004,2026-02-01,77831.65
737,FR0027,P009,2026-03-01,167507.22
738,FR0027,P026,2026-03-01,214585.1
739,FR0027,P014,2026-03-01,67608.16
740,FR0027,P004,2026-03-01,189998.77
741,FR0027,P009,2026-04-01,173636.91
742,FR0027,P026,2026-04-01,50874.54
743,FR0027,P014,2026-04-01,167028.57
744,FR0027,P004,2026-04-01,121179.26
745,FR0027,P009,2026-05-01,62805.02
746,FR0027,P026,2026-05-01,197216.99
747,FR0027,P014,2026-05-01,110770.08
748,FR0027,P004,2026-05-01,101342.97
749,FR0027,P009,2026-06-01,184888.31
750,FR0027,P026,2026-06-01,219168.56
751,FR0027,P014,2026-06-01,85296.92
752,FR0027,P004,2026-06-01,164437.99
753,FR0027,P009,2026-07-01,191658.72
754,FR0027,P026,2026-07-01,249843.5
755,FR0027,P014,2026-07-01,114400.3
756,FR0027,P004,2026-07-01,98127.57
757,FR0028,P017,2026-01-01,55582.89
758,FR0028,P007,2026-01-01,172639.43
759,FR0028,P023,2026-01-01,233051.4
760,FR0028,P020,2026-01-01,118986.41
761,FR0028,P017,2026-02-01,190449.4
762,FR0028,P007,2026-02-01,108591.67
763,FR0028,P023,2026-02-01,125348.7
764,FR0028,P020,2026-02-01,158837.14
765,FR0028,P017,2026-03-01,106710.6
766,FR0028,P007,2026-03-01,214938.72
767,FR0028,P023,2026-03-01,96378.08
768,FR0028,P020,2026-03-01,92147.38
769,FR0028,P017,2026-04-01,238703.05
770,FR0028,P007,2026-04-01,205368.07
771,FR0028,P023,2026-04-01,220175.41
772,FR0028,P020,2026-04-01,161620.57
773,FR0028,P017,2026-05-01,228324.84
774,FR0028,P007,2026-05-01,226863.05
775,FR0028,P023,2026-05-01,223302.29
776,FR0028,P020,2026-05-01,118529.93
777,FR0028,P017,2026-06-01,164146.4
778,FR0028,P007,2026-06-01,58408.59
779,FR0028,P023,2026-06-01,192588.9
780,FR0028,P020,2026-06-01,162290.74
781,FR0028,P017,2026-07-01,208396.6
782,FR0028,P007,2026-07-01,161830.71
783,FR0028,P023,2026-07-01,108917.67
784,FR0028,P020,2026-07-01,91690.72
785,FR0029,P004,2026-01-01,131117.52
786,FR0029,P014,2026-01-01,204191.51
787,FR0029,P026,2026-01-01,100935.56
788,FR0029,P002,2026-01-01,221540.03
789,FR0029,P004,2026-02-01,102589.21
790,FR0029,P014,2026-02-01,166331.07
791,FR0029,P026,2026-02-01,90269.28
792,FR0029,P002,2026-02-01,177764.62
793,FR0029,P004,2026-03-01,163193.78
794,FR0029,P014,2026-03-01,224885.13
795,FR0029,P026,2026-03-01,108131.59
796,FR0029,P002,2026-03-01,236531.07
797,FR0029,P004,2026-04-01,243038.16
798,FR0029,P014,2026-04-01,186570.0
799,FR0029,P026,2026-04-01,197857.46
800,FR0029,P002,2026-04-01,175051.61
801,FR0029,P004,2026-05-01,88890.45
802,FR0029,P014,2026-05-01,106941.08
803,FR0029,P026,2026-05-01,187453.85
804,FR0029,P002,2026-05-01,96744.51
805,FR0029,P004,2026-06-01,200188.34
806,FR0029,P014,2026-06-01,176096.44
807,FR0029,P026,2026-06-01,241423.45
808,FR0029,P002,2026-06-01,190708.44
809,FR0029,P004,2026-07-01,233312.71
810,FR0029,P014,2026-07-01,140776.87
811,FR0029,P026,2026-07-01,159409.63
812,FR0029,P002,2026-07-01,213561.98
813,FR0030,P027,2026-01-01,156263.51
814,FR0030,P004,2026-01-01,68404.44
815,FR0030,P021,2026-01-01,126581.18
816,FR0030,P028,2026-01-01,53374.45
817,FR0030,P027,2026-02-01,136766.67
818,FR0030,P004,2026-02-01,87669.98
819,FR0030,P021,2026-02-01,82992.43
820,FR0030,P028,2026-02-01,93948.33
821,FR0030,P027,2026-03-01,155616.89
822,FR0030,P004,2026-03-01,125241.81
823,FR0030,P021,2026-03-01,248280.35
824,FR0030,P028,2026-03-01,183160.85
825,FR0030,P027,2026-04-01,72698.26
826,FR0030,P004,2026-04-01,66991.22
827,FR0030,P021,2026-04-01,211116.48
828,FR0030,P028,2026-04-01,55454.63
829,FR0030,P027,2026-05-01,210484.47
830,FR0030,P004,2026-05-01,235807.58
831,FR0030,P021,2026-05-01,80850.29
832,FR0030,P028,2026-05-01,224022.06
833,FR0030,P027,2026-06-01,233680.94
834,FR0030,P004,2026-06-01,161421.79
835,FR0030,P021,2026-06-01,227464.62
836,FR0030,P028,2026-06-01,249445.04
837,FR0030,P027,2026-07-01,185984.87
838,FR0030,P004,2026-07-01,231966.87
839,FR0030,P021,2026-07-01,204070.99
840,FR0030,P028,2026-07-01,78086.92
841,FR0031,P027,2026-01-01,139946.28
842,FR0031,P022,2026-01-01,226550.45
843,FR0031,P026,2026-01-01,97954.2
844,FR0031,P012,2026-01-01,121541.54
845,FR0031,P027,2026-02-01,111921.79
846,FR0031,P022,2026-02-01,181871.2
847,FR0031,P026,2026-02-01,230703.53
848,FR0031,P012,2026-02-01,171144.82
849,FR0031,P027,2026-03-01,186320.31
850,FR0031,P022,2026-03-01,119735.92
851,FR0031,P026,2026-03-01,231981.72
852,FR0031,P012,2026-03-01,140271.44
853,FR0031,P027,2026-04-01,86963.34
854,FR0031,P022,2026-04-01,128138.42
855,FR0031,P026,2026-04-01,168366.7
856,FR0031,P012,2026-04-01,163112.83
857,FR0031,P027,2026-05-01,128429.54
858,FR0031,P022,2026-05-01,111232.98
859,FR0031,P026,2026-05-01,53332.13
860,FR0031,P012,2026-05-01,81362.03
861,FR0031,P027,2026-06-01,150439.82
862,FR0031,P022,2026-06-01,102485.52
863,FR0031,P026,2026-06-01,174601.32
864,FR0031,P012,2026-06-01,61516.1
865,FR0031,P027,2026-07-01,64063.68
866,FR0031,P022,2026-07-01,176735.1
867,FR0031,P026,2026-07-01,174608.04
868,FR0031,P012,2026-07-01,102269.35
869,FR0032,P001,2026-01-01,54713.87
870,FR0032,P020,2026-01-01,88249.42
871,FR0032,P002,2026-01-01,184976.65
872,FR0032,P021,2026-01-01,203420.96
873,FR0032,P001,2026-02-01,77687.95
874,FR0032,P020,2026-02-01,228996.36
875,FR0032,P002,2026-02-01,173142.74
876,FR0032,P021,2026-02-01,172973.43
877,FR0032,P001,2026-03-01,97111.18
878,FR0032,P020,2026-03-01,240153.7
879,FR0032,P002,2026-03-01,206440.61
880,FR0032,P021,2026-03-01,225516.66
881,FR0032,P001,2026-04-01,67926.18
882,FR0032,P020,2026-04-01,126589.14
883,FR0032,P002,2026-04-01,193584.74
884,FR0032,P021,2026-04-01,95296.05
885,FR0032,P001,2026-05-01,92614.1
886,FR0032,P020,2026-05-01,153939.86
887,FR0032,P002,2026-05-01,138928.87
888,FR0032,P021,2026-05-01,244038.56
889,FR0032,P001,2026-06-01,113992.12
890,FR0032,P020,2026-06-01,93280.04
891,FR0032,P002,2026-06-01,202203.5
892,FR0032,P021,2026-06-01,158048.11
893,FR0032,P001,2026-07-01,60493.38
894,FR0032,P020,2026-07-01,85601.01
895,FR0032,P002,2026-07-01,109989.62
896,FR0032,P021,2026-07-01,127840.71
897,FR0033,P017,2026-01-01,84253.95
898,FR0033,P020,2026-01-01,242569.16
899,FR0033,P019,2026-01-01,122438.65
900,FR0033,P023,2026-01-01,119017.9
901,FR0033,P017,2026-02-01,116240.01
902,FR0033,P020,2026-02-01,86483.77
903,FR0033,P019,2026-02-01,64685.28
904,FR0033,P023,2026-02-01,186019.27
905,FR0033,P017,2026-03-01,72380.68
906,FR0033,P020,2026-03-01,176892.78
907,FR0033,P019,2026-03-01,240158.79
908,FR0033,P023,2026-03-01,188519.14
909,FR0033,P017,2026-04-01,212373.54
910,FR0033,P020,2026-04-01,122828.7
911,FR0033,P019,2026-04-01,112020.41
912,FR0033,P023,2026-04-01,204758.37
913,FR0033,P017,2026-05-01,160113.68
914,FR0033,P020,2026-05-01,112008.65
915,FR0033,P019,2026-05-01,168926.75
916,FR0033,P023,2026-05-01,50782.72
917,FR0033,P017,2026-06-01,104205.05
918,FR0033,P020,2026-06-01,123287.57
919,FR0033,P019,2026-06-01,209707.61
920,FR0033,P023,2026-06-01,214725.81
921,FR0033,P017,2026-07-01,159873.46
922,FR0033,P020,2026-07-01,244116.16
923,FR0033,P019,2026-07-01,52784.4
924,FR0033,P023,2026-07-01,87755.98
925,FR0034,P005,2026-01-01,180343.83
926,FR0034,P006,2026-01-01,141252.69
927,FR0034,P004,2026-01-01,173068.61
928,FR0034,P024,2026-01-01,60930.26
929,FR0034,P005,2026-02-01,118879.22
930,FR0034,P006,2026-02-01,100228.19
931,FR0034,P004,2026-02-01,229377.02
932,FR0034,P024,2026-02-01,169399.94
933,FR0034,P005,2026-03-01,249249.41
934,FR0034,P006,2026-03-01,98220.47
935,FR0034,P004,2026-03-01,64888.0
936,FR0034,P024,2026-03-01,242232.6
937,FR0034,P005,2026-04-01,91760.68
938,FR0034,P006,2026-04-01,51247.38
939,FR0034,P004,2026-04-01,104861.21
940,FR0034,P024,2026-04-01,194621.07
941,FR0034,P005,2026-05-01,95910.4
942,FR0034,P006,2026-05-01,147357.01
943,FR0034,P004,2026-05-01,151639.85
944,FR0034,P024,2026-05-01,63513.82
945,FR0034,P005,2026-06-01,247453.4
946,FR0034,P006,2026-06-01,231820.13
947,FR0034,P004,2026-06-01,226267.42
948,FR0034,P024,2026-06-01,140776.47
949,FR0034,P005,2026-07-01,169087.85
950,FR0034,P006,2026-07-01,213509.44
951,FR0034,P004,2026-07-01,139610.06
952,FR0034,P024,2026-07-01,248710.73
953,FR0035,P029,2026-01-01,92921.07
954,FR0035,P004,2026-01-01,61167.76
955,FR0035,P005,2026-01-01,61155.58
956,FR0035,P014,2026-01-01,202526.57
957,FR0035,P029,2026-02-01,135269.63
958,FR0035,P004,2026-02-01,235391.81
959,FR0035,P005,2026-02-01,181046.55
960,FR0035,P014,2026-02-01,92310.96
961,FR0035,P029,2026-03-01,190389.41
962,FR0035,P004,2026-03-01,209351.09
963,FR0035,P005,2026-03-01,81672.16
964,FR0035,P014,2026-03-01,70695.05
965,FR0035,P029,2026-04-01,127425.18
966,FR0035,P004,2026-04-01,137381.01
967,FR0035,P005,2026-04-01,156507.42
968,FR0035,P014,2026-04-01,172231.47
969,FR0035,P029,2026-05-01,73615.9
970,FR0035,P004,2026-05-01,82846.48
971,FR0035,P005,2026-05-01,107134.31
972,FR0035,P014,2026-05-01,82075.8
973,FR0035,P029,2026-06-01,220656.09
974,FR0035,P004,2026-06-01,92816.81
975,FR0035,P005,2026-06-01,122884.32
976,FR0035,P014,2026-06-01,228111.11
977,FR0035,P029,2026-07-01,119524.03
978,FR0035,P004,2026-07-01,85416.78
979,FR0035,P005,2026-07-01,174512.64
980,FR0035,P014,2026-07-01,123505.26
981,FR0036,P013,2026-01-01,62786.35
982,FR0036,P030,2026-01-01,240877.28
983,FR0036,P012,2026-01-01,169585.66
984,FR0036,P006,2026-01-01,195074.69
985,FR0036,P013,2026-02-01,218995.92
986,FR0036,P030,2026-02-01,56575.53
987,FR0036,P012,2026-02-01,229235.9
988,FR0036,P006,2026-02-01,163364.08
989,FR0036,P013,2026-03-01,224961.89
990,FR0036,P030,2026-03-01,65017.05
991,FR0036,P012,2026-03-01,109710.31
992,FR0036,P006,2026-03-01,122895.92
993,FR0036,P013,2026-04-01,91608.12
994,FR0036,P030,2026-04-01,137798.46
995,FR0036,P012,2026-04-01,219194.25
996,FR0036,P006,2026-04-01,201057.36
997,FR0036,P013,2026-05-01,202168.74
998,FR0036,P030,2026-05-01,231421.73
999,FR0036,P012,2026-05-01,245816.08
1000,FR0036,P006,2026-05-01,85074.84
1001,FR0036,P013,2026-06-01,242263.81
1002,FR0036,P030,2026-06-01,237038.01
1003,FR0036,P012,2026-06-01,203929.58
1004,FR0036,P006,2026-06-01,120778.77
1005,FR0036,P013,2026-07-01,135682.15
1006,FR0036,P030,2026-07-01,112346.74
1007,FR0036,P012,2026-07-01,149541.99
1008,FR0036,P006,2026-07-01,133538.65
1009,FR0037,P012,2026-01-01,185396.68
1010,FR0037,P029,2026-01-01,147220.11
1011,FR0037,P022,2026-01-01,50895.12
1012,FR0037,P011,2026-01-01,73522.3
1013,FR0037,P012,2026-02-01,131366.71
1014,FR0037,P029,2026-02-01,123071.27
1015,FR0037,P022,2026-02-01,216328.76
1016,FR0037,P011,2026-02-01,129262.36
1017,FR0037,P012,2026-03-01,169815.32
1018,FR0037,P029,2026-03-01,204819.79
1019,FR0037,P022,2026-03-01,132711.63
1020,FR0037,P011,2026-03-01,106010.15
1021,FR0037,P012,2026-04-01,117421.97
1022,FR0037,P029,2026-04-01,69887.09
1023,FR0037,P022,2026-04-01,167179.52
1024,FR0037,P011,2026-04-01,51049.11
1025,FR0037,P012,2026-05-01,173249.0
1026,FR0037,P029,2026-05-01,224701.18
1027,FR0037,P022,2026-05-01,218659.88
1028,FR0037,P011,2026-05-01,132566.04
1029,FR0037,P012,2026-06-01,141273.6
1030,FR0037,P029,2026-06-01,112081.32
1031,FR0037,P022,2026-06-01,83138.32
1032,FR0037,P011,2026-06-01,102468.11
1033,FR0037,P012,2026-07-01,241485.49
1034,FR0037,P029,2026-07-01,149903.83
1035,FR0037,P022,2026-07-01,121422.0
1036,FR0037,P011,2026-07-01,219615.58
1037,FR0038,P018,2026-01-01,109880.83
1038,FR0038,P002,2026-01-01,129485.72
1039,FR0038,P026,2026-01-01,217852.38
1040,FR0038,P025,2026-01-01,188524.52
1041,FR0038,P018,2026-02-01,175614.29
1042,FR0038,P002,2026-02-01,94074.41
1043,FR0038,P026,2026-02-01,190824.51
1044,FR0038,P025,2026-02-01,213780.78
1045,FR0038,P018,2026-03-01,86708.02
1046,FR0038,P002,2026-03-01,124256.12
1047,FR0038,P026,2026-03-01,193205.19
1048,FR0038,P025,2026-03-01,70442.14
1049,FR0038,P018,2026-04-01,78443.89
1050,FR0038,P002,2026-04-01,142937.19
1051,FR0038,P026,2026-04-01,50011.64
1052,FR0038,P025,2026-04-01,209725.18
1053,FR0038,P018,2026-05-01,177843.6
1054,FR0038,P002,2026-05-01,55520.56
1055,FR0038,P026,2026-05-01,172908.82
1056,FR0038,P025,2026-05-01,86103.04
1057,FR0038,P018,2026-06-01,84956.25
1058,FR0038,P002,2026-06-01,86888.53
1059,FR0038,P026,2026-06-01,205082.18
1060,FR0038,P025,2026-06-01,94842.62
1061,FR0038,P018,2026-07-01,52501.32
1062,FR0038,P002,2026-07-01,166170.14
1063,FR0038,P026,2026-07-01,184396.53
1064,FR0038,P025,2026-07-01,106341.48
1065,FR0039,P023,2026-01-01,218379.98
1066,FR0039,P027,2026-01-01,229605.75
1067,FR0039,P013,2026-01-01,125606.64
1068,FR0039,P029,2026-01-01,114836.38
1069,FR0039,P023,2026-02-01,193787.92
1070,FR0039,P027,2026-02-01,227372.46
1071,FR0039,P013,2026-02-01,108728.87
1072,FR0039,P029,2026-02-01,142807.11
1073,FR0039,P023,2026-03-01,168022.28
1074,FR0039,P027,2026-03-01,144258.31
1075,FR0039,P013,2026-03-01,68322.1
1076,FR0039,P029,2026-03-01,184074.27
1077,FR0039,P023,2026-04-01,76310.75
1078,FR0039,P027,2026-04-01,169474.56
1079,FR0039,P013,2026-04-01,115761.23
1080,FR0039,P029,2026-04-01,123940.58
1081,FR0039,P023,2026-05-01,211094.64
1082,FR0039,P027,2026-05-01,169658.75
1083,FR0039,P013,2026-05-01,196025.42
1084,FR0039,P029,2026-05-01,159237.38
1085,FR0039,P023,2026-06-01,94720.81
1086,FR0039,P027,2026-06-01,176413.01
1087,FR0039,P013,2026-06-01,223138.1
1088,FR0039,P029,2026-06-01,116299.33
1089,FR0039,P023,2026-07-01,222739.47
1090,FR0039,P027,2026-07-01,108658.64
1091,FR0039,P013,2026-07-01,171821.07
1092,FR0039,P029,2026-07-01,217197.05
1093,FR0040,P022,2026-01-01,63308.14
1094,FR0040,P020,2026-01-01,168077.94
1095,FR0040,P027,2026-01-01,94568.15
1096,FR0040,P025,2026-01-01,119635.52
1097,FR0040,P022,2026-02-01,202361.04
1098,FR0040,P020,2026-02-01,179548.33
1099,FR0040,P027,2026-02-01,192461.45
1100,FR0040,P025,2026-02-01,78630.55
1101,FR0040,P022,2026-03-01,160024.89
1102,FR0040,P020,2026-03-01,144696.21
1103,FR0040,P027,2026-03-01,185909.95
1104,FR0040,P025,2026-03-01,65833.55
1105,FR0040,P022,2026-04-01,248285.75
1106,FR0040,P020,2026-04-01,164268.39
1107,FR0040,P027,2026-04-01,58832.36
1108,FR0040,P025,2026-04-01,159641.52
1109,FR0040,P022,2026-05-01,149307.92
1110,FR0040,P020,2026-05-01,110385.67
1111,FR0040,P027,2026-05-01,165033.13
1112,FR0040,P025,2026-05-01,99885.6
1113,FR0040,P022,2026-06-01,62654.06
1114,FR0040,P020,2026-06-01,65912.02
1115,FR0040,P027,2026-06-01,228737.08
1116,FR0040,P025,2026-06-01,134654.46
1117,FR0040,P022,2026-07-01,91990.06
1118,FR0040,P020,2026-07-01,220122.11
1119,FR0040,P027,2026-07-01,162906.22
1120,FR0040,P025,2026-07-01,172032.03
1121,FR0041,P004,2026-01-01,112901.77
1122,FR0041,P030,2026-01-01,50584.66
1123,FR0041,P028,2026-01-01,184511.36
1124,FR0041,P002,2026-01-01,200270.49
1125,FR0041,P004,2026-02-01,171032.97
1126,FR0041,P030,2026-02-01,127901.7
1127,FR0041,P028,2026-02-01,219920.05
1128,FR0041,P002,2026-02-01,173690.29
1129,FR0041,P004,2026-03-01,140456.83
1130,FR0041,P030,2026-03-01,179767.88
1131,FR0041,P028,2026-03-01,103838.17
1132,FR0041,P002,2026-03-01,55599.72
1133,FR0041,P004,2026-04-01,190969.98
1134,FR0041,P030,2026-04-01,173401.51
1135,FR0041,P028,2026-04-01,123404.87
1136,FR0041,P002,2026-04-01,153964.5
1137,FR0041,P004,2026-05-01,102345.02
1138,FR0041,P030,2026-05-01,184477.65
1139,FR0041,P028,2026-05-01,108171.37
1140,FR0041,P002,2026-05-01,170086.18
1141,FR0041,P004,2026-06-01,104510.39
1142,FR0041,P030,2026-06-01,67802.4
1143,FR0041,P028,2026-06-01,193217.1
1144,FR0041,P002,2026-06-01,82581.92
1145,FR0041,P004,2026-07-01,185181.39
1146,FR0041,P030,2026-07-01,230968.35
1147,FR0041,P028,2026-07-01,212728.81
1148,FR0041,P002,2026-07-01,225283.05
1149,FR0042,P006,2026-01-01,239845.82
1150,FR0042,P018,2026-01-01,114107.56
1151,FR0042,P021,2026-01-01,164054.78
1152,FR0042,P030,2026-01-01,216631.88
1153,FR0042,P006,2026-02-01,159437.96
1154,FR0042,P018,2026-02-01,84813.67
1155,FR0042,P021,2026-02-01,115790.01
1156,FR0042,P030,2026-02-01,191218.39
1157,FR0042,P006,2026-03-01,112166.46
1158,FR0042,P018,2026-03-01,116918.91
1159,FR0042,P021,2026-03-01,227375.96
1160,FR0042,P030,2026-03-01,171243.39
1161,FR0042,P006,2026-04-01,164753.14
1162,FR0042,P018,2026-04-01,141601.52
1163,FR0042,P021,2026-04-01,216982.78
1164,FR0042,P030,2026-04-01,201826.09
1165,FR0042,P006,2026-05-01,246276.54
1166,FR0042,P018,2026-05-01,246460.94
1167,FR0042,P021,2026-05-01,220971.89
1168,FR0042,P030,2026-05-01,215679.8
1169,FR0042,P006,2026-06-01,165852.18
1170,FR0042,P018,2026-06-01,125814.75
1171,FR0042,P021,2026-06-01,230538.91
1172,FR0042,P030,2026-06-01,247389.84
1173,FR0042,P006,2026-07-01,186352.6
1174,FR0042,P018,2026-07-01,68535.22
1175,FR0042,P021,2026-07-01,184084.42
1176,FR0042,P030,2026-07-01,167392.17
1177,FR0043,P004,2026-01-01,213254.81
1178,FR0043,P007,2026-01-01,84367.11
1179,FR0043,P025,2026-01-01,158395.03
1180,FR0043,P012,2026-01-01,207635.89
1181,FR0043,P004,2026-02-01,161320.61
1182,FR0043,P007,2026-02-01,125975.46
1183,FR0043,P025,2026-02-01,170189.35
1184,FR0043,P012,2026-02-01,245653.08
1185,FR0043,P004,2026-03-01,206965.63
1186,FR0043,P007,2026-03-01,167593.5
1187,FR0043,P025,2026-03-01,122898.13
1188,FR0043,P012,2026-03-01,243880.24
1189,FR0043,P004,2026-04-01,146875.61
1190,FR0043,P007,2026-04-01,197412.27
1191,FR0043,P025,2026-04-01,188634.91
1192,FR0043,P012,2026-04-01,166605.24
1193,FR0043,P004,2026-05-01,219307.88
1194,FR0043,P007,2026-05-01,227239.29
1195,FR0043,P025,2026-05-01,133171.56
1196,FR0043,P012,2026-05-01,217760.92
1197,FR0043,P004,2026-06-01,72083.85
1198,FR0043,P007,2026-06-01,124917.69
1199,FR0043,P025,2026-06-01,162670.76
1200,FR0043,P012,2026-06-01,184277.69
1201,FR0043,P004,2026-07-01,100365.49
1202,FR0043,P007,2026-07-01,55724.68
1203,FR0043,P025,2026-07-01,227283.54
1204,FR0043,P012,2026-07-01,220184.05
1205,FR0044,P021,2026-01-01,74883.65
1206,FR0044,P006,2026-01-01,52153.85
1207,FR0044,P016,2026-01-01,192328.19
1208,FR0044,P014,2026-01-01,120823.65
1209,FR0044,P021,2026-02-01,65391.51
1210,FR0044,P006,2026-02-01,77501.21
1211,FR0044,P016,2026-02-01,234578.85
1212,FR0044,P014,2026-02-01,202560.5
1213,FR0044,P021,2026-03-01,101764.51
1214,FR0044,P006,2026-03-01,248538.77
1215,FR0044,P016,2026-03-01,191694.09
1216,FR0044,P014,2026-03-01,126748.08
1217,FR0044,P021,2026-04-01,71935.61
1218,FR0044,P006,2026-04-01,240296.25
1219,FR0044,P016,2026-04-01,143867.36
1220,FR0044,P014,2026-04-01,190780.15
1221,FR0044,P021,2026-05-01,170180.19
1222,FR0044,P006,2026-05-01,226162.13
1223,FR0044,P016,2026-05-01,162493.84
1224,FR0044,P014,2026-05-01,235458.33
1225,FR0044,P021,2026-06-01,182089.31
1226,FR0044,P006,2026-06-01,90087.63
1227,FR0044,P016,2026-06-01,145331.14
1228,FR0044,P014,2026-06-01,163417.73
1229,FR0044,P021,2026-07-01,152383.07
1230,FR0044,P006,2026-07-01,194229.71
1231,FR0044,P016,2026-07-01,168451.35
1232,FR0044,P014,2026-07-01,67004.47
1233,FR0045,P024,2026-01-01,191346.86
1234,FR0045,P018,2026-01-01,149602.46
1235,FR0045,P016,2026-01-01,50543.69
1236,FR0045,P029,2026-01-01,162232.38
1237,FR0045,P024,2026-02-01,67713.44
1238,FR0045,P018,2026-02-01,206691.6
1239,FR0045,P016,2026-02-01,187702.92
1240,FR0045,P029,2026-02-01,191000.48
1241,FR0045,P024,2026-03-01,67481.26
1242,FR0045,P018,2026-03-01,194171.58
1243,FR0045,P016,2026-03-01,96729.86
1244,FR0045,P029,2026-03-01,144650.53
1245,FR0045,P024,2026-04-01,115160.01
1246,FR0045,P018,2026-04-01,183700.31
1247,FR0045,P016,2026-04-01,81967.2
1248,FR0045,P029,2026-04-01,90407.35
1249,FR0045,P024,2026-05-01,103189.88
1250,FR0045,P018,2026-05-01,83284.94
1251,FR0045,P016,2026-05-01,66307.53
1252,FR0045,P029,2026-05-01,231047.75
1253,FR0045,P024,2026-06-01,52490.41
1254,FR0045,P018,2026-06-01,143062.32
1255,FR0045,P016,2026-06-01,201689.44
1256,FR0045,P029,2026-06-01,69657.02
1257,FR0045,P024,2026-07-01,147934.42
