target_id,representative_id,product_id,target_month,target_amount,status
TARGET_000437,FR0016,P007,2026-05-01,133732.95,Active
TARGET_000438,FR0016,P004,2026-05-01,104719.18,Inactive
TARGET_000439,FR0016,P030,2026-05-01,244098.33,Inactive
TARGET_000440,FR0016,P028,2026-05-01,210959.37,Active
TARGET_000441,FR0016,P007,2026-06-01,132549.09,Inactive
TARGET_000442,FR0016,P004,2026-06-01,218614.89,Inactive
TARGET_000443,FR0016,P030,2026-06-01,192374.87,Active
TARGET_000444,FR0016,P028,2026-06-01,90177.82,Inactive
TARGET_000445,FR0016,P007,2026-07-01,187322.26,Active
TARGET_000446,FR0016,P004,2026-07-01,246267.1,Active
TARGET_000447,FR0016,P030,2026-07-01,150778.69,Inactive
TARGET_000448,FR0016,P028,2026-07-01,192070.55,Inactive
TARGET_000449,FR0017,P018,2026-01-01,192024.73,Inactive
TARGET_000450,FR0017,P016,2026-01-01,225495.45,Inactive
TARGET_000451,FR0017,P019,2026-01-01,211660.96,Active
TARGET_000452,FR0017,P022,2026-01-01,55054.43,Active
TARGET_000453,FR0017,P018,2026-02-01,60613.0,Active
TARGET_000454,FR0017,P016,2026-02-01,89980.48,Active
TARGET_000455,FR0017,P019,2026-02-01,246706.48,Inactive
TARGET_000456,FR0017,P022,2026-02-01,79285.68,Active
TARGET_000457,FR0017,P018,2026-03-01,188118.97,Inactive
TARGET_000458,FR0017,P016,2026-03-01,90800.18,Active
TARGET_000459,FR0017,P019,2026-03-01,121736.49,Inactive
TARGET_000460,FR0017,P022,2026-03-01,70496.0,Active
TARGET_000461,FR0017,P018,2026-04-01,198482.55,Inactive
TARGET_000462,FR0017,P016,2026-04-01,97519.09,Inactive
TARGET_000463,FR0017,P019,2026-04-01,188587.22,Active
TARGET_000464,FR0017,P022,2026-04-01,235296.96,Inactive
TARGET_000465,FR0017,P018,2026-05-01,133313.25,Inactive
TARGET_000466,FR0017,P016,2026-05-01,243166.64,Active
TARGET_000467,FR0017,P019,2026-05-01,52593.05,Inactive
TARGET_000468,FR0017,P022,2026-05-01,90617.44,Inactive
TARGET_000469,FR0017,P018,2026-06-01,215996.7,Inactive
TARGET_000470,FR0017,P016,2026-06-01,201021.54,Active
TARGET_000471,FR0017,P019,2026-06-01,205229.35,Active
TARGET_000472,FR0017,P022,2026-06-01,108835.54,Active
TARGET_000473,FR0017,P018,2026-07-01,246690.66,Active
TARGET_000474,FR0017,P016,2026-07-01,87395.32,Active
TARGET_000475,FR0017,P019,2026-07-01,197015.9,Active
TARGET_000476,FR0017,P022,2026-07-01,125439.65,Inactive
TARGET_000477,FR0018,P009,2026-01-01,166797.21,Inactive
TARGET_000478,FR0018,P018,2026-01-01,51129.03,Inactive
TARGET_000479,FR0018,P005,2026-01-01,191937.86,Active
TARGET_000480,FR0018,P006,2026-01-01,57988.12,Inactive
TARGET_000481,FR0018,P009,2026-02-01,169376.07,Inactive
TARGET_000482,FR0018,P018,2026-02-01,148110.19,Inactive
TARGET_000483,FR0018,P005,2026-02-01,64576.16,Inactive
TARGET_000484,FR0018,P006,2026-02-01,155079.01,Active
TARGET_000485,FR0018,P009,2026-03-01,154121.26,Active
TARGET_000486,FR0018,P018,2026-03-01,133186.25,Inactive
TARGET_000487,FR0018,P005,2026-03-01,68389.11,Active
TARGET_000488,FR0018,P006,2026-03-01,226679.35,Inactive
TARGET_000489,FR0018,P009,2026-04-01,116213.31,Inactive
TARGET_000490,FR0018,P018,2026-04-01,93689.06,Inactive
TARGET_000491,FR0018,P005,2026-04-01,249326.22,Active
TARGET_000492,FR0018,P006,2026-04-01,72944.39,Inactive
TARGET_000493,FR0018,P009,2026-05-01,139133.45,Active
TARGET_000494,FR0018,P018,2026-05-01,241779.36,Inactive
TARGET_000495,FR0018,P005,2026-05-01,126274.52,Active
TARGET_000496,FR0018,P006,2026-05-01,127175.19,Inactive
TARGET_000497,FR0018,P009,2026-06-01,54941.15,Inactive
TARGET_000498,FR0018,P018,2026-06-01,152861.81,Inactive
TARGET_000499,FR0018,P005,2026-06-01,147360.94,Inactive
TARGET_000500,FR0018,P006,2026-06-01,229656.32,Active
TARGET_000501,FR0018,P009,2026-07-01,114062.55,Active
TARGET_000502,FR0018,P018,2026-07-01,239642.36,Active
TARGET_000503,FR0018,P005,2026-07-01,244325.75,Active
TARGET_000504,FR0018,P006,2026-07-01,175386.62,Active
TARGET_000505,FR0019,P022,2026-01-01,222990.17,Inactive
TARGET_000506,FR0019,P021,2026-01-01,217133.02,Active
TARGET_000507,FR0019,P025,2026-01-01,157550.84,Inactive
TARGET_000508,FR0019,P007,2026-01-01,179312.23,Active
TARGET_000509,FR0019,P022,2026-02-01,199378.17,Active
TARGET_000510,FR0019,P021,2026-02-01,54750.59,Inactive
TARGET_000511,FR0019,P025,2026-02-01,57577.26,Active
TARGET_000512,FR0019,P007,2026-02-01,60853.61,Inactive
TARGET_000513,FR0019,P022,2026-03-01,161616.84,Active
TARGET_000514,FR0019,P021,2026-03-01,232197.31,Inactive
TARGET_000515,FR0019,P025,2026-03-01,127606.52,Inactive
TARGET_000516,FR0019,P007,2026-03-01,136605.01,Active
TARGET_000517,FR0019,P022,2026-04-01,127900.37,Active
TARGET_000518,FR0019,P021,2026-04-01,156966.87,Active
TARGET_000519,FR0019,P025,2026-04-01,201192.12,Active
TARGET_000520,FR0019,P007,2026-04-01,190176.41,Active
TARGET_000521,FR0019,P022,2026-05-01,121540.03,Active
TARGET_000522,FR0019,P021,2026-05-01,107967.32,Inactive
TARGET_000523,FR0019,P025,2026-05-01,171313.17,Inactive
TARGET_000524,FR0019,P007,2026-05-01,203054.85,Inactive
TARGET_000525,FR0019,P022,2026-06-01,126282.71,Active
TARGET_000526,FR0019,P021,2026-06-01,144797.54,Active
TARGET_000527,FR0019,P025,2026-06-01,77276.29,Inactive
TARGET_000528,FR0019,P007,2026-06-01,209354.09,Inactive
TARGET_000529,FR0019,P022,2026-07-01,242026.85,Active
TARGET_000530,FR0019,P021,2026-07-01,109611.3,Inactive
TARGET_000531,FR0019,P025,2026-07-01,241478.33,Active
TARGET_000532,FR0019,P007,2026-07-01,160704.84,Active
TARGET_000533,FR0020,P004,2026-01-01,169330.98,Active
TARGET_000534,FR0020,P002,2026-01-01,110938.23,Inactive
TARGET_000535,FR0020,P001,2026-01-01,92347.39,Active
TARGET_000536,FR0020,P019,2026-01-01,82190.87,Active
TARGET_000537,FR0020,P004,2026-02-01,173376.98,Inactive
TARGET_000538,FR0020,P002,2026-02-01,88865.24,Active
TARGET_000539,FR0020,P001,2026-02-01,184195.58,Active
TARGET_000540,FR0020,P019,2026-02-01,220277.54,Inactive
TARGET_000541,FR0020,P004,2026-03-01,178934.9,Active
TARGET_000542,FR0020,P002,2026-03-01,108130.53,Active
TARGET_000543,FR0020,P001,2026-03-01,100137.52,Active
TARGET_000544,FR0020,P019,2026-03-01,195117.85,Inactive
TARGET_000545,FR0020,P004,2026-04-01,240307.98,Inactive
TARGET_000546,FR0020,P002,2026-04-01,75643.03,Active
TARGET_000547,FR0020,P001,2026-04-01,70009.01,Active
TARGET_000548,FR0020,P019,2026-04-01,230023.72,Inactive
TARGET_000549,FR0020,P004,2026-05-01,147172.25,Inactive
TARGET_000550,FR0020,P002,2026-05-01,173268.49,Inactive
TARGET_000551,FR0020,P001,2026-05-01,188691.63,Active
TARGET_000552,FR0020,P019,2026-05-01,163110.4,Inactive
TARGET_000553,FR0020,P004,2026-06-01,211539.95,Inactive
TARGET_000554,FR0020,P002,2026-06-01,83727.9,Inactive
TARGET_000555,FR0020,P001,2026-06-01,99235.03,Active
TARGET_000556,FR0020,P019,2026-06-01,192439.83,Inactive
TARGET_000557,FR0020,P004,2026-07-01,105335.97,Inactive
TARGET_000558,FR0020,P002,2026-07-01,76861.17,Inactive
TARGET_000559,FR0020,P001,2026-07-01,225577.17,Inactive
TARGET_000560,FR0020,P019,2026-07-01,139071.59,Inactive
TARGET_000561,FR0021,P016,2026-01-01,179110.32,Active
TARGET_000562,FR0021,P018,2026-01-01,218358.6,Active
TARGET_000563,FR0021,P004,2026-01-01,228259.41,Active
TARGET_000564,FR0021,P006,2026-01-01,102646.93,Active
TARGET_000565,FR0021,P016,2026-02-01,195485.07,Active
TARGET_000566,FR0021,P018,2026-02-01,219917.45,Active
TARGET_000567,FR0021,P004,2026-02-01,212528.48,Inactive
TARGET_000568,FR0021,P006,2026-02-01,203840.05,Active
TARGET_000569,FR0021,P016,2026-03-01,231260.72,Inactive
TARGET_000570,FR0021,P018,2026-03-01,158693.86,Inactive
TARGET_000571,FR0021,P004,2026-03-01,180781.63,Active
TARGET_000572,FR0021,P006,2026-03-01,123163.73,Active
TARGET_000573,FR0021,P016,2026-04-01,228287.51,Inactive
TARGET_000574,FR0021,P018,2026-04-01,76776.25,Active
TARGET_000575,FR0021,P004,2026-04-01,129357.03,Active
TARGET_000576,FR0021,P006,2026-04-01,182535.7,Active
TARGET_000577,FR0021,P016,2026-05-01,201441.21,Active
TARGET_000578,FR0021,P018,2026-05-01,139244.09,Active
TARGET_000579,FR0021,P004,2026-05-01,163271.45,Active
TARGET_000580,FR0021,P006,2026-05-01,197183.96,Inactive
TARGET_000581,FR0021,P016,2026-06-01,237835.05,Active
TARGET_000582,FR0021,P018,2026-06-01,93763.82,Inactive
TARGET_000583,FR0021,P004,2026-06-01,96349.98,Inactive
TARGET_000584,FR0021,P006,2026-06-01,123887.04,Active
TARGET_000585,FR0021,P016,2026-07-01,183717.12,Inactive
TARGET_000586,FR0021,P018,2026-07-01,127618.62,Inactive
TARGET_000587,FR0021,P004,2026-07-01,226310.4,Active
TARGET_000588,FR0021,P006,2026-07-01,246117.96,Inactive
TARGET_000589,FR0022,P004,2026-01-01,215929.43,Inactive
TARGET_000590,FR0022,P023,2026-01-01,165726.29,Active
TARGET_000591,FR0022,P017,2026-01-01,125331.91,Inactive
TARGET_000592,FR0022,P021,2026-01-01,123059.36,Active
TARGET_000593,FR0022,P004,2026-02-01,153332.58,Inactive
TARGET_000594,FR0022,P023,2026-02-01,244534.82,Active
TARGET_000595,FR0022,P017,2026-02-01,153274.36,Inactive
TARGET_000596,FR0022,P021,2026-02-01,213447.35,Inactive
TARGET_000597,FR0022,P004,2026-03-01,147372.31,Inactive
TARGET_000598,FR0022,P023,2026-03-01,227434.39,Active
TARGET_000599,FR0022,P017,2026-03-01,150367.4,Active
TARGET_000600,FR0022,P021,2026-03-01,137979.74,Active
TARGET_000601,FR0022,P004,2026-04-01,65417.65,Inactive
TARGET_000602,FR0022,P023,2026-04-01,92303.42,Active
TARGET_000603,FR0022,P017,2026-04-01,81471.47,Active
TARGET_000604,FR0022,P021,2026-04-01,182221.93,Inactive
TARGET_000605,FR0022,P004,2026-05-01,212234.53,Active
TARGET_000606,FR0022,P023,2026-05-01,146303.33,Inactive
TARGET_000607,FR0022,P017,2026-05-01,145804.23,Active
TARGET_000608,FR0022,P021,2026-05-01,179451.85,Inactive
TARGET_000609,FR0022,P004,2026-06-01,54489.21,Active
TARGET_000610,FR0022,P023,2026-06-01,75577.02,Active
TARGET_000611,FR0022,P017,2026-06-01,76944.81,Active
TARGET_000612,FR0022,P021,2026-06-01,228159.53,Active
TARGET_000613,FR0022,P004,2026-07-01,61182.4,Inactive
TARGET_000614,FR0022,P023,2026-07-01,234489.37,Inactive
TARGET_000615,FR0022,P017,2026-07-01,169871.5,Active
TARGET_000616,FR0022,P021,2026-07-01,225701.8,Inactive
TARGET_000617,FR0023,P003,2026-01-01,248555.16,Inactive
TARGET_000618,FR0023,P007,2026-01-01,84113.36,Inactive
TARGET_000619,FR0023,P015,2026-01-01,170167.74,Active
TARGET_000620,FR0023,P020,2026-01-01,174642.35,Inactive
TARGET_000621,FR0023,P003,2026-02-01,83544.34,Inactive
TARGET_000622,FR0023,P007,2026-02-01,234470.39,Active
TARGET_000623,FR0023,P015,2026-02-01,95962.76,Inactive
TARGET_000624,FR0023,P020,2026-02-01,76442.64,Active
TARGET_000625,FR0023,P003,2026-03-01,90469.71,Inactive
TARGET_000626,FR0023,P007,2026-03-01,215302.84,Active
TARGET_000627,FR0023,P015,2026-03-01,85484.44,Active
TARGET_000628,FR0023,P020,2026-03-01,225550.53,Active
TARGET_000629,FR0023,P003,2026-04-01,68637.99,Active
TARGET_000630,FR0023,P007,2026-04-01,230396.95,Active
TARGET_000631,FR0023,P015,2026-04-01,229393.79,Inactive
TARGET_000632,FR0023,P020,2026-04-01,154408.85,Inactive
TARGET_000633,FR0023,P003,2026-05-01,224964.86,Inactive
TARGET_000634,FR0023,P007,2026-05-01,95897.25,Inactive
TARGET_000635,FR0023,P015,2026-05-01,207911.12,Inactive
TARGET_000636,FR0023,P020,2026-05-01,120103.56,Active
TARGET_000637,FR0023,P003,2026-06-01,135097.88,Inactive
TARGET_000638,FR0023,P007,2026-06-01,145428.25,Active
TARGET_000639,FR0023,P015,2026-06-01,232017.07,Active
TARGET_000640,FR0023,P020,2026-06-01,106653.33,Inactive
TARGET_000641,FR0023,P003,2026-07-01,101561.0,Active
TARGET_000642,FR0023,P007,2026-07-01,191829.77,Active
TARGET_000643,FR0023,P015,2026-07-01,165597.43,Active
TARGET_000644,FR0023,P020,2026-07-01,153952.37,Inactive
TARGET_000645,FR0024,P021,2026-01-01,113180.34,Inactive
TARGET_000646,FR0024,P007,2026-01-01,71316.64,Inactive
TARGET_000647,FR0024,P023,2026-01-01,180315.19,Inactive
TARGET_000648,FR0024,P026,2026-01-01,102260.58,Inactive
TARGET_000649,FR0024,P021,2026-02-01,162934.05,Inactive
TARGET_000650,FR0024,P007,2026-02-01,248359.73,Inactive
TARGET_000651,FR0024,P023,2026-02-01,200994.38,Inactive
TARGET_000652,FR0024,P026,2026-02-01,160420.99,Inactive
TARGET_000653,FR0024,P021,2026-03-01,85743.92,Inactive
TARGET_000654,FR0024,P007,2026-03-01,100755.53,Inactive
TARGET_000655,FR0024,P023,2026-03-01,165530.23,Inactive
TARGET_000656,FR0024,P026,2026-03-01,197156.49,Active
TARGET_000657,FR0024,P021,2026-04-01,199562.84,Inactive
TARGET_000658,FR0024,P007,2026-04-01,206621.85,Active
TARGET_000659,FR0024,P023,2026-04-01,70055.72,Inactive
TARGET_000660,FR0024,P026,2026-04-01,207216.22,Active
TARGET_000661,FR0024,P021,2026-05-01,82147.6,Active
TARGET_000662,FR0024,P007,2026-05-01,210873.87,Active
TARGET_000663,FR0024,P023,2026-05-01,144333.73,Inactive
TARGET_000664,FR0024,P026,2026-05-01,67628.14,Inactive
TARGET_000665,FR0024,P021,2026-06-01,94354.05,Active
TARGET_000666,FR0024,P007,2026-06-01,171805.77,Inactive
TARGET_000667,FR0024,P023,2026-06-01,236137.0,Inactive
TARGET_000668,FR0024,P026,2026-06-01,172793.12,Inactive
TARGET_000669,FR0024,P021,2026-07-01,192321.17,Active
TARGET_000670,FR0024,P007,2026-07-01,239143.17,Active
TARGET_000671,FR0024,P023,2026-07-01,178058.26,Inactive
TARGET_000672,FR0024,P026,2026-07-01,52142.08,Inactive
TARGET_000673,FR0025,P007,2026-01-01,152109.57,Active
TARGET_000674,FR0025,P002,2026-01-01,173038.0,Active
TARGET_000675,FR0025,P026,2026-01-01,121948.0,Active
TARGET_000676,FR0025,P020,2026-01-01,245129.18,Active
TARGET_000677,FR0025,P007,2026-02-01,249363.43,Inactive
TARGET_000678,FR0025,P002,2026-02-01,120625.53,Inactive
TARGET_000679,FR0025,P026,2026-02-01,131090.19,Active
TARGET_000680,FR0025,P020,2026-02-01,153548.54,Active
TARGET_000681,FR0025,P007,2026-03-01,233835.48,Inactive
TARGET_000682,FR0025,P002,2026-03-01,195227.74,Inactive
TARGET_000683,FR0025,P026,2026-03-01,119495.02,Inactive
TARGET_000684,FR0025,P020,2026-03-01,95259.1,Active
TARGET_000685,FR0025,P007,2026-04-01,140951.8,Inactive
TARGET_000686,FR0025,P002,2026-04-01,164981.34,Inactive
TARGET_000687,FR0025,P026,2026-04-01,85006.96,Active
TARGET_000688,FR0025,P020,2026-04-01,161726.14,Inactive
TARGET_000689,FR0025,P007,2026-05-01,117993.18,Active
TARGET_000690,FR0025,P002,2026-05-01,210588.45,Inactive
TARGET_000691,FR0025,P026,2026-05-01,225222.61,Inactive
TARGET_000692,FR0025,P020,2026-05-01,188838.37,Inactive
TARGET_000693,FR0025,P007,2026-06-01,162633.72,Active
TARGET_000694,FR0025,P002,2026-06-01,201494.66,Inactive
TARGET_000695,FR0025,P026,2026-06-01,186318.93,Active
TARGET_000696,FR0025,P020,2026-06-01,146394.03,Inactive
TARGET_000697,FR0025,P007,2026-07-01,63510.85,Active
TARGET_000698,FR0025,P002,2026-07-01,185382.6,Active
TARGET_000699,FR0025,P026,2026-07-01,210032.28,Inactive
TARGET_000700,FR0025,P020,2026-07-01,241089.14,Active
TARGET_000701,FR0026,P023,2026-01-01,107457.92,Inactive
TARGET_000702,FR0026,P027,2026-01-01,184739.58,Inactive
TARGET_000703,FR0026,P009,2026-01-01,65205.76,Active
TARGET_000704,FR0026,P008,2026-01-01,145311.09,Inactive
TARGET_000705,FR0026,P023,2026-02-01,93713.23,Inactive
TARGET_000706,FR0026,P027,2026-02-01,86556.89,Active
TARGET_000707,FR0026,P009,2026-02-01,149799.87,Active
TARGET_000708,FR0026,P008,2026-02-01,96972.27,Active
TARGET_000709,FR0026,P023,2026-03-01,224548.5,Active
TARGET_000710,FR0026,P027,2026-03-01,95841.51,Active
TARGET_000711,FR0026,P009,2026-03-01,217266.94,Inactive
TARGET_000712,FR0026,P008,2026-03-01,81199.11,Active
TARGET_000713,FR0026,P023,2026-04-01,73975.7,Active
TARGET_000714,FR0026,P027,2026-04-01,185162.42,Inactive
TARGET_000715,FR0026,P009,2026-04-01,172765.4,Active
TARGET_000716,FR0026,P008,2026-04-01,219602.12,Inactive
TARGET_000717,FR0026,P023,2026-05-01,174133.49,Inactive
TARGET_000718,FR0026,P027,2026-05-01,229624.24,Inactive
TARGET_000719,FR0026,P009,2026-05-01,148161.07,Inactive
TARGET_000720,FR0026,P008,2026-05-01,129575.9,Active
TARGET_000721,FR0026,P023,2026-06-01,60829.63,Inactive
TARGET_000722,FR0026,P027,2026-06-01,145664.02,Active
TARGET_000723,FR0026,P009,2026-06-01,150495.04,Inactive
TARGET_000724,FR0026,P008,2026-06-01,222080.03,Active
TARGET_000725,FR0026,P023,2026-07-01,141439.21,Active
TARGET_000726,FR0026,P027,2026-07-01,189648.91,Inactive
TARGET_000727,FR0026,P009,2026-07-01,113130.25,Active
TARGET_000728,FR0026,P008,2026-07-01,52364.0,Active
TARGET_000729,FR0027,P013,2026-01-01,122320.47,Inactive
TARGET_000730,FR0027,P019,2026-01-01,87430.49,Inactive
TARGET_000731,FR0027,P004,2026-01-01,97427.83,Inactive
TARGET_000732,FR0027,P011,2026-01-01,241705.36,Inactive
TARGET_000733,FR0027,P013,2026-02-01,123184.83,Inactive
TARGET_000734,FR0027,P019,2026-02-01,134788.58,Inactive
TARGET_000735,FR0027,P004,2026-02-01,190142.53,Inactive
TARGET_000736,FR0027,P011,2026-02-01,123015.6,Inactive
TARGET_000737,FR0027,P013,2026-03-01,105925.91,Active
TARGET_000738,FR0027,P019,2026-03-01,164281.94,Active
TARGET_000739,FR0027,P004,2026-03-01,212838.13,Inactive
TARGET_000740,FR0027,P011,2026-03-01,210817.52,Inactive
TARGET_000741,FR0027,P013,2026-04-01,221261.75,Active
TARGET_000742,FR0027,P019,2026-04-01,79168.75,Active
TARGET_000743,FR0027,P004,2026-04-01,144597.4,Active
TARGET_000744,FR0027,P011,2026-04-01,85321.46,Inactive
TARGET_000745,FR0027,P013,2026-05-01,76894.34,Inactive
TARGET_000746,FR0027,P019,2026-05-01,207066.59,Inactive
TARGET_000747,FR0027,P004,2026-05-01,100194.81,Active
TARGET_000748,FR0027,P011,2026-05-01,129680.38,Active
TARGET_000749,FR0027,P013,2026-06-01,62007.28,Inactive
TARGET_000750,FR0027,P019,2026-06-01,145307.88,Active
TARGET_000751,FR0027,P004,2026-06-01,139970.96,Inactive
TARGET_000752,FR0027,P011,2026-06-01,101953.82,Inactive
TARGET_000753,FR0027,P013,2026-07-01,162070.01,Inactive
TARGET_000754,FR0027,P019,2026-07-01,118828.06,Inactive
TARGET_000755,FR0027,P004,2026-07-01,74247.5,Active
TARGET_000756,FR0027,P011,2026-07-01,165370.75,Active
TARGET_000757,FR0028,P025,2026-01-01,184638.57,Inactive
TARGET_000758,FR0028,P010,2026-01-01,204948.87,Inactive
TARGET_000759,FR0028,P012,2026-01-01,227926.49,Inactive
TARGET_000760,FR0028,P011,2026-01-01,172732.75,Inactive
TARGET_000761,FR0028,P025,2026-02-01,176342.44,Active
TARGET_000762,FR0028,P010,2026-02-01,223651.53,Inactive
TARGET_000763,FR0028,P012,2026-02-01,134363.3,Inactive
TARGET_000764,FR0028,P011,2026-02-01,219780.15,Active
TARGET_000765,FR0028,P025,2026-03-01,65822.39,Inactive
TARGET_000766,FR0028,P010,2026-03-01,95643.59,Inactive
TARGET_000767,FR0028,P012,2026-03-01,180602.62,Inactive
TARGET_000768,FR0028,P011,2026-03-01,171076.99,Inactive
TARGET_000769,FR0028,P025,2026-04-01,104249.62,Inactive
TARGET_000770,FR0028,P010,2026-04-01,206194.81,Inactive
TARGET_000771,FR0028,P012,2026-04-01,199579.1,Inactive
TARGET_000772,FR0028,P011,2026-04-01,132797.81,Active
TARGET_000773,FR0028,P025,2026-05-01,220842.37,Active
TARGET_000774,FR0028,P010,2026-05-01,195554.48,Inactive
TARGET_000775,FR0028,P012,2026-05-01,238087.47,Active
TARGET_000776,FR0028,P011,2026-05-01,92114.3,Inactive
TARGET_000777,FR0028,P025,2026-06-01,70601.86,Active
TARGET_000778,FR0028,P010,2026-06-01,237358.73,Inactive
TARGET_000779,FR0028,P012,2026-06-01,159686.75,Active
TARGET_000780,FR0028,P011,2026-06-01,204186.74,Active
TARGET_000781,FR0028,P025,2026-07-01,70785.68,Active
TARGET_000782,FR0028,P010,2026-07-01,66862.25,Inactive
TARGET_000783,FR0028,P012,2026-07-01,111874.13,Active
TARGET_000784,FR0028,P011,2026-07-01,197518.65,Inactive
TARGET_000785,FR0029,P021,2026-01-01,84121.6,Active
TARGET_000786,FR0029,P005,2026-01-01,182709.83,Inactive
TARGET_000787,FR0029,P017,2026-01-01,222848.23,Inactive
TARGET_000788,FR0029,P027,2026-01-01,244996.31,Inactive
TARGET_000789,FR0029,P021,2026-02-01,159709.05,Active
TARGET_000790,FR0029,P005,2026-02-01,243908.45,Active
TARGET_000791,FR0029,P017,2026-02-01,168166.19,Inactive
TARGET_000792,FR0029,P027,2026-02-01,176209.5,Inactive
TARGET_000793,FR0029,P021,2026-03-01,154691.96,Inactive
TARGET_000794,FR0029,P005,2026-03-01,231784.63,Inactive
TARGET_000795,FR0029,P017,2026-03-01,157933.62,Active
TARGET_000796,FR0029,P027,2026-03-01,138372.06,Inactive
TARGET_000797,FR0029,P021,2026-04-01,132440.76,Active
TARGET_000798,FR0029,P005,2026-04-01,110714.58,Active
TARGET_000799,FR0029,P017,2026-04-01,154663.25,Active
TARGET_000800,FR0029,P027,2026-04-01,118776.98,Inactive
TARGET_000801,FR0029,P021,2026-05-01,157019.78,Inactive
TARGET_000802,FR0029,P005,2026-05-01,239391.5,Inactive
TARGET_000803,FR0029,P017,2026-05-01,109922.1,Inactive
TARGET_000804,FR0029,P027,2026-05-01,209592.96,Active
TARGET_000805,FR0029,P021,2026-06-01,209353.48,Inactive
TARGET_000806,FR0029,P005,2026-06-01,87714.2,Inactive
TARGET_000807,FR0029,P017,2026-06-01,128950.42,Active
TARGET_000808,FR0029,P027,2026-06-01,192987.6,Inactive
TARGET_000809,FR0029,P021,2026-07-01,215685.37,Active
TARGET_000810,FR0029,P005,2026-07-01,102596.06,Inactive
TARGET_000811,FR0029,P017,2026-07-01,175064.6,Inactive
TARGET_000812,FR0029,P027,2026-07-01,106935.37,Inactive
TARGET_000813,FR0030,P014,2026-01-01,86481.44,Inactive
TARGET_000814,FR0030,P007,2026-01-01,72071.27,Inactive
TARGET_000815,FR0030,P028,2026-01-01,173545.88,Inactive
TARGET_000816,FR0030,P003,2026-01-01,190094.52,Inactive
TARGET_000817,FR0030,P014,2026-02-01,87557.89,Active
TARGET_000818,FR0030,P007,2026-02-01,80429.86,Active
TARGET_000819,FR0030,P028,2026-02-01,87187.52,Active
TARGET_000820,FR0030,P003,2026-02-01,106422.91,Active
TARGET_000821,FR0030,P014,2026-03-01,193039.19,Active
TARGET_000822,FR0030,P007,2026-03-01,96562.1,Active
TARGET_000823,FR0030,P028,2026-03-01,52944.97,Active
TARGET_000824,FR0030,P003,2026-03-01,118382.57,Inactive
TARGET_000825,FR0030,P014,2026-04-01,207145.07,Inactive
TARGET_000826,FR0030,P007,2026-04-01,249592.69,Inactive
TARGET_000827,FR0030,P028,2026-04-01,189386.96,Active
TARGET_000828,FR0030,P003,2026-04-01,116049.73,Active
TARGET_000829,FR0030,P014,2026-05-01,61207.67,Inactive
TARGET_000830,FR0030,P007,2026-05-01,64276.94,Inactive
TARGET_000831,FR0030,P028,2026-05-01,86320.75,Inactive
TARGET_000832,FR0030,P003,2026-05-01,213450.14,Active
TARGET_000833,FR0030,P014,2026-06-01,74392.31,Active
TARGET_000834,FR0030,P007,2026-06-01,126959.58,Inactive
TARGET_000835,FR0030,P028,2026-06-01,99432.44,Active
TARGET_000836,FR0030,P003,2026-06-01,89835.98,Active
TARGET_000837,FR0030,P014,2026-07-01,154227.82,Active
TARGET_000838,FR0030,P007,2026-07-01,144565.11,Inactive
TARGET_000839,FR0030,P028,2026-07-01,237243.05,Active
TARGET_000840,FR0030,P003,2026-07-01,175832.85,Active
