sale id,sales date,physician id,product id,territory code,units,sales amount,sale status
S0000925,2026-02-23,D000248,P022,T046,14,26701.28,Valid
S0002163,2026-03-18,D000208,P021,T007,227,46473.72,Valid
S0001237,2026-06-12,D000090,P017,T043,12,21294.19,Valid
S0003355,2026-01-02,D000253,P003,T014,17,35510.03,Valid
S0001932,2026-04-25,D000032,P012,T006,21,30175.66,Valid
S0000189,2026-06-17,D000295,P012,T041,11,16146.3,Valid
S0003233,2026-03-21,D000144,P001,T023,9,20204.91,Valid
S0003828,2026-06-26,D000160,P017,T018,12,21845.19,Valid
S0002819,2026-04-04,D000022,P024,T041,6,11519.85,Valid
S0000866,2026-06-27,D000020,P003,T046,5,10173.48,Valid
S0001542,2026-03-20,D000270,P025,T050,15,15894.68,Valid
S0002818,2026-04-01,D000026,P024,T041,6,11519.85,Valid
S0002110,2026-06-20,D000011,P009,T015,65,29838.39,Valid
S0001391,2026-07-11,D000102,P003,T043,6,11899.03,Valid
S0003351,2026-07-24,D000253,P016,T014,41,22478.03,Valid
S0004105,2026-03-20,D000025,P006,T044,18,27095.67,Valid
S0000795,2026-04-14,D000155,P013,T013,10,14590.6,Valid
S0003061,2026-01-23,D000224,P003,T011,5,11067.97,Valid
S0000733,2026-06-05,D000065,P001,T013,10,22992.01,Valid
S0000520,2026-02-07,D000240,P021,T024,386,79129.88,Valid
S0002843,2026-03-08,D000215,P020,T024,18,34325.95,Valid
S0002976,2026-06-07,D000112,P016,T011,49,26859.51,Valid
S0000049,2026-05-05,D000086,P028,T019,15,36153.02,Valid
S0001308,2026-03-05,D000085,P025,T043,16,16194.47,Valid
S0002182,2026-02-08,D000053,P014,T007,29,34873.14,Valid
S0003440,2026-03-20,D000204,P015,T014,9,7685.7,Valid
S0001015,2026-04-03,D000020,P021,T046,66,13442.89,Valid
S0003326,2026-06-14,D000067,P020,T023,7,13746.11,Valid
S0001543,2026-03-22,D000212,P025,T050,15,15894.68,Valid
S0002720,2026-07-17,D000021,P006,T041,27,40857.06,Valid
S0003234,2026-03-19,D000058,P001,T023,9,20204.91,Valid
S0003853,2026-05-11,D000244,P026,T045,95,160708.14,Valid
S0000805,2026-06-13,D000065,P013,T013,14,19715.94,Valid
S0002916,2026-06-24,D000215,P014,T024,17,20197.37,Cancelled
S0001714,2026-02-10,D000198,P027,T019,84,173096.65,Valid
S0001002,2026-01-26,D000075,P021,T046,230,46995.09,Valid
S0001401,2026-02-27,D000136,P002,T043,7,9514.06,Valid
S0001362,2026-05-10,D000178,P020,T043,31,59967.17,Valid
S0003214,2026-05-25,D000027,P021,T024,114,23411.64,Valid
S0003559,2026-07-19,D000180,P020,T043,10,19640.45,Valid
S0004021,2026-01-25,D000163,P030,T044,120,22723.01,Valid
S0001420,2026-01-22,D000230,P005,T043,25,20639.93,Valid
S0001672,2026-03-06,D000232,P013,T019,18,24798.34,Valid
S0001744,2026-04-11,D000083,P004,T019,56,43287.31,Valid
S0002645,2026-02-04,D000103,P017,T030,25,43997.02,Valid
S0000298,2026-07-21,D000299,P011,T040,42,39044.84,Valid
S0000704,2026-05-10,D000155,P007,T013,19,47241.78,Valid
S0003329,2026-07-22,D000162,P020,T023,10,20393.98,Valid
S0003870,2026-03-24,D000152,P023,T045,20,35194.09,Valid
S0000682,2026-06-18,D000179,P024,T013,18,37750.41,Valid
S0004125,2026-07-10,D000013,P006,T044,16,23467.94,Valid
S0003915,2026-07-20,D000235,P010,T045,17,23686.21,Valid
S0001822,2026-03-06,D000126,P021,T006,37,7537.27,Adjusted
S0002760,2026-02-17,D000130,P025,T041,60,61235.03,Valid
S0002774,2026-05-12,D000182,P025,T041,22,22481.17,Valid
S0000357,2026-05-27,D000177,P001,T040,5,11258.67,Valid
S0001506,2026-03-03,D000002,P020,T015,10,19074.45,Adjusted
S0003972,2026-01-01,D000244,P005,T045,15,12064.51,Valid
S0001349,2026-01-14,D000259,P020,T043,17,33220.26,Valid
S0000968,2026-05-04,D000020,P007,T046,4,10025.63,Valid
S0001225,2026-03-01,D000238,P017,T003,17,29856.16,Valid
S0002134,2026-04-26,D000217,P010,T007,16,22234.05,Valid
S0000475,2026-03-14,D000066,P014,T024,19,22366.17,Valid
S0003753,2026-07-18,D000249,P015,T018,30,26084.7,Valid
S0002043,2026-05-08,D000184,P025,T015,15,15399.97,Adjusted
S0000004,2026-02-15,D000272,P019,T019,117,77507.63,Valid
S0003274,2026-01-06,D000268,P012,T023,12,17155.88,Valid
S0004202,2026-02-02,D000294,P021,T042,111,22766.41,Valid
S0003524,2026-07-05,D000115,P009,T043,40,18286.64,Valid
S0004345,2026-07-18,D000294,P002,T042,8,11040.82,Valid
S0001987,2026-04-21,D000154,P019,T015,58,38396.7,Valid
S0001182,2026-02-22,D000090,P020,T003,16,30921.57,Valid
S0004323,2026-02-05,D000164,P002,T042,10,12827.07,Valid
S0000077,2026-01-13,D000272,P015,T019,50,43243.53,Valid
S0000815,2026-01-17,D000065,P012,T013,6,8436.25,Valid
S0001417,2026-07-06,D000085,P002,T043,9,12277.18,Valid
S0004266,2026-04-05,D000211,P024,T042,13,26994.85,Valid
S0000560,2026-06-17,D000031,P001,T037,16,36537.52,Valid
S0001816,2026-02-06,D000168,P021,T006,41,8419.63,Valid
S0004238,2026-05-22,D000132,P025,T042,52,53103.22,Valid
S0003111,2026-01-04,D000074,P002,T011,52,68031.34,Valid
S0001803,2026-06-16,D000274,P003,T006,7,15199.39,Valid
S0004234,2026-04-11,D000258,P025,T042,56,57690.02,Valid
S0000247,2026-07-01,D000225,P018,T041,15,22724.08,Valid
S0002241,2026-03-19,D000251,P011,T025,11,9964.94,Valid
S0002922,2026-07-02,D000119,P014,T024,18,21100.94,Valid
S0000246,2026-07-15,D000295,P018,T041,15,22724.08,Valid
S0004014,2026-06-07,D000028,P014,T044,23,27865.08,Valid
S0003328,2026-07-17,D000071,P020,T023,10,20393.98,Valid
S0002836,2026-02-23,D000111,P020,T024,15,29428.01,Valid
S0002141,2026-06-05,D000015,P010,T007,10,13969.47,Valid
S0000399,2026-02-20,D000046,P014,T040,57,68373.49,Valid
S0004277,2026-06-16,D000174,P024,T042,10,19845.47,Valid
S0002460,2026-03-26,D000273,P002,T018,16,21214.58,Valid
S0000319,2026-06-23,D000177,P028,T040,24,57695.09,Valid
S0003532,2026-01-09,D000181,P020,T043,12,23482.15,Valid
S0002257,2026-01-21,D000153,P020,T025,21,40814.8,Valid
S0003391,2026-04-21,D000076,P024,T014,15,30015.43,Valid
S0003194,2026-01-06,D000137,P021,T024,127,25939.34,Valid
S0000942,2026-06-01,D000020,P022,T046,8,14966.59,Valid
S0004285,2026-01-01,D000210,P027,T042,7,14368.71,Valid
S0004038,2026-04-03,D000142,P030,T044,52,9811.99,Valid
S0000462,2026-07-07,D000066,P024,T024,17,35206.7,Valid
S0004221,2026-06-10,D000164,P021,T042,144,29476.16,Valid
S0001169,2026-06-06,D000034,P030,T005,89,16751.94,Valid
S0001340,2026-05-12,D000063,P008,T043,18,22384.53,Valid
S0000826,2026-04-22,D000185,P012,T013,7,10280.75,Valid
S0003669,2026-07-21,D000004,P002,T018,11,14533.96,Valid
S0000624,2026-06-15,D000288,P008,T037,15,19612.5,Valid
S0002086,2026-01-20,D000043,P009,T015,29,13361.97,Valid
S0003998,2026-01-25,D000163,P014,T044,35,41604.49,Valid
S0004268,2026-05-06,D000132,P024,T042,7,14713.97,Valid
S0003937,2026-05-21,D000098,P024,T045,30,60510.19,Valid
S0002090,2026-01-24,D000001,P009,T015,29,13361.97,Valid
S0002209,2026-02-23,D000056,P013,T007,16,22752.74,Valid
S0002373,2026-03-11,D000209,P021,T025,101,20718.78,Valid
S0000174,2026-03-23,D000109,P012,T041,15,21543.02,Valid
S0004368,2026-05-02,D000282,P010,T042,12,16851.96,Valid
S0001069,2026-05-21,D000158,P028,T005,7,18344.88,Valid
S0000849,2026-02-09,D000068,P003,T046,10,20197.64,Valid
S0002321,2026-04-21,D000251,P007,T025,17,43695.1,Valid
S0002018,2026-05-26,D000001,P018,T015,18,26559.21,Adjusted
S0002468,2026-04-01,D000273,P002,T018,13,17769.5,Cancelled
S0004201,2026-01-24,D000269,P021,T042,190,38868.25,Adjusted
S0004328,2026-04-02,D000210,P002,T042,16,20845.75,Valid
S0003215,2026-05-05,D000039,P021,T024,114,23411.64,Valid
S0002096,2026-02-20,D000192,P009,T015,36,16271.64,Valid
S0000142,2026-02-20,D000109,P025,T041,13,13261.65,Valid
S0003864,2026-02-19,D000152,P023,T045,21,37857.13,Valid
S0004078,2026-03-20,D000006,P009,T044,41,18622.01,Valid
S0001338,2026-05-24,D000230,P008,T043,18,22384.53,Valid
S0003358,2026-02-20,D000204,P003,T014,6,12877.3,Valid
S0003760,2026-02-13,D000249,P006,T018,9,13819.45,Valid
S0001121,2026-02-11,D000034,P006,T005,19,28352.45,Valid
S0000643,2026-04-05,D000089,P026,T037,10,17590.67,Valid
S0003281,2026-03-21,D000289,P012,T023,18,24975.55,Valid
S0000119,2026-03-26,D000272,P017,T019,10,17293.8,Returned
S0000837,2026-06-24,D000146,P012,T013,6,9236.21,Valid
S0001733,2026-01-08,D000232,P004,T019,64,50099.37,Valid
S0002065,2026-02-08,D000133,P022,T015,26,49621.08,Valid
S0001211,2026-01-11,D000256,P017,T003,10,17753.32,Valid
S0002865,2026-02-07,D000041,P022,T024,15,28786.27,Valid
S0002606,2026-06-17,D000103,P027,T030,6,11933.39,Valid
S0003146,2026-04-12,D000039,P020,T024,13,25339.54,Valid
S0001941,2026-07-05,D000221,P012,T006,8,12081.54,Valid
S0003922,2026-02-17,D000152,P024,T045,16,32641.37,Valid
S0002931,2026-01-07,D000172,P018,T024,14,20507.21,Valid
S0003102,2026-05-01,D000112,P015,T011,27,23527.99,Valid
S0001574,2026-03-15,D000226,P022,T050,32,59608.59,Valid
S0000080,2026-02-16,D000272,P015,T019,75,65726.18,Valid
S0002484,2026-01-18,D000151,P029,T018,19,24085.98,Valid
S0002804,2026-07-21,D000182,P011,T041,26,24227.01,Valid
S0004153,2026-07-18,D000163,P024,T044,32,66247.48,Valid
S0004337,2026-06-27,D000174,P002,T042,10,13218.11,Valid
S0004168,2026-05-09,D000261,P002,T044,29,38664.47,Valid
S0001940,2026-07-03,D000199,P012,T006,8,12081.54,Valid
S0002479,2026-01-02,D000093,P029,T018,19,24085.98,Valid
S0003754,2026-07-04,D000004,P015,T018,30,26084.7,Valid
S0000650,2026-06-18,D000094,P026,T037,16,27695.69,Valid
S0001706,2026-06-10,D000198,P028,T019,11,27609.4,Valid
S0000964,2026-05-23,D000248,P007,T046,4,10025.63,Valid
S0003963,2026-06-15,D000101,P002,T045,13,16578.72,Valid
S0000245,2026-07-09,D000005,P018,T041,15,22724.08,Valid
S0001773,2026-06-10,D000292,P008,T019,31,38979.09,Valid
S0002429,2026-02-25,D000120,P016,T018,16,9066.18,Valid
S0002604,2026-06-15,D000017,P027,T030,6,11933.39,Valid
S0004259,2026-03-19,D000258,P024,T042,9,18979.53,Valid
S0001935,2026-06-13,D000036,P012,T006,13,17827.77,Valid
S0003047,2026-05-22,D000074,P019,T011,22,14521.92,Returned
S0001780,2026-07-03,D000232,P008,T019,32,40592.07,Valid
S0000612,2026-03-19,D000276,P008,T037,16,20321.34,Valid
S0000101,2026-03-21,D000086,P027,T019,15,30615.33,Valid
S0002822,2026-05-01,D000022,P024,T041,14,28464.68,Valid
S0001652,2026-05-05,D000083,P030,T019,745,140681.81,Valid
S0002605,2026-06-16,D000069,P027,T030,6,11933.39,Valid
S0000935,2026-05-19,D000207,P022,T046,9,17000.58,Valid
S0004018,2026-07-13,D000142,P014,T044,62,74390.28,Valid
S0003028,2026-06-18,D000243,P017,T011,42,74840.92,Valid
S0001075,2026-07-05,D000237,P028,T005,9,21736.95,Returned
S0002543,2026-02-02,D000093,P012,T018,15,21864.46,Valid
S0000328,2026-02-14,D000117,P013,T040,15,20683.22,Valid
S0002024,2026-07-01,D000042,P018,T015,36,53663.4,Valid
S0004063,2026-05-09,D000196,P007,T044,7,17947.23,Valid
S0002755,2026-01-27,D000266,P025,T041,25,25292.85,Valid
S0003726,2026-07-03,D000228,P023,T018,62,110585.16,Adjusted
S0004103,2026-03-15,D000006,P006,T044,18,27095.67,Valid
S0003491,2026-05-04,D000267,P027,T043,5,9712.44,Valid
S0000311,2026-04-27,D000255,P028,T040,23,56022.41,Valid
S0002221,2026-05-24,D000217,P013,T007,25,34804.86,Valid
S0004177,2026-07-04,D000261,P002,T044,25,33547.89,Valid
S0000758,2026-03-08,D000146,P023,T013,14,24981.21,Valid
S0001180,2026-02-27,D000203,P020,T037,16,30921.57,Valid
S0000809,2026-07-07,D000084,P013,T013,18,25512.93,Valid
S0003007,2026-07-16,D000279,P011,T011,29,27039.08,Valid
S0002827,2026-06-02,D000250,P024,T041,8,16176.6,Valid
S0004090,2026-05-06,D000028,P009,T044,55,24959.93,Valid
S0002890,2026-01-06,D000175,P014,T024,33,39301.18,Valid
S0000434,2026-06-26,D000100,P009,T024,27,12106.42,Valid
S0000640,2026-03-07,D000031,P026,T037,14,23123.44,Valid
S0000040,2026-01-18,D000045,P028,T019,8,19986.29,Valid
S0002581,2026-05-26,D000273,P011,T018,24,22661.51,Valid
S0002805,2026-01-27,D000250,P024,T041,7,13586.74,Valid
S0000527,2026-04-22,D000240,P021,T024,372,76170.97,Valid
S0001306,2026-03-16,D000143,P025,T043,16,16194.47,Valid
S0003806,2026-07-09,D000249,P007,T018,11,26482.12,Valid
S0002602,2026-05-04,D000103,P027,T030,7,14081.96,Valid
S0001402,2026-02-10,D000102,P002,T043,7,9514.06,Valid
S0001503,2026-02-11,D000002,P020,T015,46,90865.06,Valid
S0000148,2026-04-19,D000225,P025,T041,10,9849.17,Valid
S0000818,2026-02-22,D000179,P012,T013,5,6768.0,Valid
S0002350,2026-04-25,D000079,P026,T025,16,26905.14,Valid
S0002259,2026-02-16,D000171,P020,T025,12,23743.11,Valid
S0001118,2026-01-17,D000125,P006,T005,7,11268.14,Valid
S0001839,2026-01-18,D000126,P002,T006,24,31383.44,Valid
S0000214,2026-06-08,D000247,P017,T041,15,25810.83,Valid
S0000097,2026-02-03,D000045,P027,T019,10,20347.2,Adjusted
S0000787,2026-02-04,D000084,P013,T013,11,15738.41,Valid
S0002712,2026-05-11,D000138,P006,T041,26,38886.74,Valid
S0002027,2026-01-16,D000133,P025,T015,25,25369.04,Valid
S0003486,2026-03-13,D000115,P027,T043,10,21259.74,Valid
S0000613,2026-04-26,D000288,P008,T037,22,28639.13,Valid
S0000553,2026-03-27,D000094,P001,T037,5,11456.52,Valid
S0000349,2026-03-24,D000117,P001,T040,8,19630.16,Valid
S0002015,2026-05-22,D000042,P018,T015,18,26559.21,Valid
S0002343,2026-02-14,D000008,P026,T025,11,19082.96,Valid
S0002401,2026-04-18,D000151,P018,T018,12,17252.45,Valid
S0001554,2026-05-13,D000270,P025,T050,13,13782.72,Valid
S0004370,2026-06-14,D000294,P010,T042,36,50217.24,Valid
S0000465,2026-01-10,D000066,P014,T024,18,22046.42,Valid
S0003767,2026-03-25,D000051,P006,T018,19,28437.57,Valid
S0001679,2026-05-13,D000232,P013,T019,20,28306.71,Valid
S0003872,2026-03-09,D000183,P023,T045,20,35194.09,Valid
S0002302,2026-05-03,D000251,P018,T025,12,17914.91,Valid
S0004030,2026-03-09,D000061,P030,T044,51,9593.57,Valid
S0002390,2026-01-21,D000030,P018,T018,10,14800.93,Valid
S0000271,2026-02-21,D000145,P011,T040,27,24740.67,Valid
S0000832,2026-05-24,D000179,P012,T013,7,10012.05,Adjusted
S0001358,2026-03-21,D000159,P020,T043,12,24465.76,Valid
S0000352,2026-04-26,D000177,P001,T040,5,12076.69,Valid
S0003444,2026-05-07,D000037,P015,T014,54,46737.44,Valid
S0001296,2026-01-10,D000134,P025,T043,32,33012.09,Valid
S0001920,2026-01-03,D000168,P012,T006,15,21069.53,Valid
S0003786,2026-03-05,D000113,P007,T018,16,39608.19,Valid
S0002918,2026-06-07,D000097,P014,T024,17,20197.37,Valid
S0004298,2026-04-22,D000258,P027,T042,14,28374.78,Valid
S0001815,2026-01-04,D000168,P021,T006,31,6398.02,Valid
S0001575,2026-03-13,D000212,P022,T050,32,59608.59,Valid
S0004064,2026-06-27,D000007,P007,T044,6,14091.11,Valid
S0002555,2026-04-17,D000170,P012,T018,15,21671.88,Valid
S0003597,2026-02-09,D000044,P025,T035,24,24303.88,Valid
S0004325,2026-03-13,D000210,P002,T042,15,19864.58,Valid
S0003093,2026-02-24,D000279,P015,T020,26,22436.12,Valid
S0004120,2026-06-09,D000006,P006,T044,8,117
