payout_id,representative_id,product_id,payout_month,expected_payout,actual_payout,payout_difference,status
842,FR0024,P025,2026-02-01,5983.31,5983.31,0.0,Processed
843,FR0024,P025,2026-03-01,6467.13,6467.13,0.0,Processed
844,FR0024,P025,2026-04-01,6749.03,6749.03,0.0,Processed
845,FR0024,P025,2026-05-01,6681.87,6681.87,0.0,Processed
846,FR0024,P025,2026-06-01,5949.14,5949.14,0.0,Processed
847,FR0024,P025,2026-07-01,7187.9,7187.9,0.0,Processed
848,FR0024,P001,2026-01-01,7849.73,7849.73,0.0,Processed
849,FR0024,P001,2026-02-01,7706.09,7706.09,0.0,Processed
850,FR0024,P001,2026-03-01,5844.88,5844.88,0.0,Processed
851,FR0024,P001,2026-04-01,7816.23,7816.23,0.0,Processed
852,FR0024,P001,2026-05-01,7710.76,7710.76,0.0,Processed
853,FR0024,P001,2026-06-01,16972.31,16972.31,0.0,Processed
854,FR0024,P001,2026-07-01,7215.25,7215.25,0.0,Processed
855,FR0025,P026,2026-01-01,0.0,0.0,0.0,Processed
856,FR0025,P026,2026-02-01,0.0,0.0,0.0,Processed
857,FR0025,P026,2026-03-01,0.0,0.0,0.0,Processed
858,FR0025,P026,2026-04-01,0.0,5357.0,5357.0,Processed
859,FR0025,P026,2026-05-01,0.0,0.0,0.0,Processed
860,FR0025,P026,2026-06-01,0.0,0.0,0.0,Processed
861,FR0025,P026,2026-07-01,0.0,0.0,0.0,Processed
862,FR0025,P008,2026-01-01,4658.59,4658.59,0.0,Processed
863,FR0025,P008,2026-02-01,5136.28,5136.28,0.0,Processed
864,FR0025,P008,2026-03-01,7534.53,7534.53,0.0,Processed
865,FR0025,P008,2026-04-01,4334.13,4334.13,0.0,Processed
866,FR0025,P008,2026-05-01,5030.48,5030.48,0.0,Processed
867,FR0025,P008,2026-06-01,4378.76,4378.76,0.0,Processed
868,FR0025,P008,2026-07-01,5015.67,5015.67,0.0,Processed
869,FR0025,P023,2026-01-01,1278.29,1278.29,0.0,Processed
870,FR0025,P023,2026-02-01,1404.91,1404.91,0.0,Processed
871,FR0025,P023,2026-03-01,1231.08,1231.08,0.0,Processed
872,FR0025,P023,2026-04-01,1355.06,1355.06,0.0,Processed
873,FR0025,P023,2026-05-01,1159.22,1159.22,0.0,Processed
874,FR0025,P023,2026-06-01,1184.72,1184.72,0.0,Processed
875,FR0025,P023,2026-07-01,1421.83,1421.83,0.0,Processed
876,FR0025,P024,2026-01-01,1233.93,1233.93,0.0,Processed
877,FR0025,P024,2026-02-01,1384.04,1384.04,0.0,Processed
878,FR0025,P024,2026-03-01,1308.81,1308.81,0.0,Processed
879,FR0025,P024,2026-04-01,1079.86,1079.86,0.0,Processed
880,FR0025,P024,2026-05-01,1034.33,1034.33,0.0,Processed
881,FR0025,P024,2026-06-01,979.26,979.26,0.0,Processed
882,FR0025,P024,2026-07-01,1040.66,1040.66,0.0,Processed
883,FR0025,P002,2026-01-01,4162.56,4162.56,0.0,Processed
884,FR0025,P002,2026-02-01,4496.0,4496.0,0.0,Processed
885,FR0025,P002,2026-03-01,3606.53,3606.53,0.0,Processed
886,FR0025,P002,2026-04-01,4484.76,4484.76,0.0,Processed
887,FR0025,P002,2026-05-01,4303.41,4303.41,0.0,Processed
888,FR0025,P002,2026-06-01,4022.34,4022.34,0.0,Processed
889,FR0025,P002,2026-07-01,4072.86,4072.86,0.0,Processed
890,FR0025,P010,2026-01-01,0.0,0.0,0.0,Processed
891,FR0025,P010,2026-02-01,0.0,0.0,0.0,Processed
892,FR0025,P010,2026-03-01,0.0,0.0,0.0,Processed
893,FR0025,P010,2026-04-01,0.0,0.0,0.0,Processed
894,FR0025,P010,2026-05-01,185.76,185.76,0.0,Processed
895,FR0025,P010,2026-06-01,0.0,0.0,0.0,Processed
896,FR0025,P010,2026-07-01,0.0,0.0,0.0,Processed
897,FR0026,P004,2026-01-01,0.0,0.0,0.0,Processed
898,FR0026,P004,2026-02-01,0.0,0.0,0.0,Processed
899,FR0026,P004,2026-03-01,0.0,7242.86,7242.86,Processed
900,FR0026,P004,2026-04-01,0.0,0.0,0.0,Processed
901,FR0026,P004,2026-05-01,0.0,0.0,0.0,Processed
902,FR0026,P004,2026-06-01,0.0,0.0,0.0,Processed
903,FR0026,P004,2026-07-01,0.0,0.0,0.0,Processed
904,FR0026,P025,2026-01-01,3905.53,3905.53,0.0,Processed
905,FR0026,P025,2026-02-01,3999.11,3999.11,0.0,Processed
906,FR0026,P025,2026-03-01,4605.31,4605.31,0.0,Processed
907,FR0026,P025,2026-04-01,4026.01,4026.01,0.0,Processed
908,FR0026,P025,2026-05-01,4039.26,4039.26,0.0,Processed
909,FR0026,P025,2026-06-01,4689.28,4689.28,0.0,Processed
910,FR0026,P025,2026-07-01,4647.15,4647.15,0.0,Processed
911,FR0026,P015,2026-01-01,6416.42,6416.42,0.0,Processed
912,FR0026,P015,2026-02-01,1665.47,1665.47,0.0,Processed
913,FR0026,P015,2026-03-01,2189.75,2189.75,0.0,Processed
914,FR0026,P015,2026-04-01,2110.44,2110.44,0.0,Processed
915,FR0026,P015,2026-05-01,1327.24,1327.24,0.0,Processed
916,FR0026,P015,2026-06-01,2181.44,2181.44,0.0,Processed
917,FR0026,P015,2026-07-01,1636.07,1636.07,0.0,Processed
918,FR0026,P018,2026-01-01,11209.2,15687.89,4478.69,Processed
919,FR0026,P018,2026-02-01,2212.18,2212.18,0.0,Processed
920,FR0026,P018,2026-03-01,11603.68,11603.68,0.0,Processed
921,FR0026,P018,2026-04-01,2353.52,2353.52,0.0,Processed
922,FR0026,P018,2026-05-01,3033.23,3033.23,0.0,Processed
923,FR0026,P018,2026-06-01,1889.59,1889.59,0.0,Processed
924,FR0026,P018,2026-07-01,2464.3,2464.3,0.0,Processed
925,FR0026,P029,2026-01-01,9585.76,13504.44,3918.68,Processed
926,FR0026,P029,2026-02-01,4304.08,4304.08,0.0,Processed
927,FR0026,P029,2026-03-01,4532.0,4532.0,0.0,Processed
928,FR0026,P029,2026-04-01,3627.54,3627.54,0.0,Processed
929,FR0026,P029,2026-05-01,4839.73,4839.73,0.0,Processed
930,FR0026,P029,2026-06-01,4112.78,4112.78,0.0,Processed
931,FR0026,P029,2026-07-01,4742.45,4742.45,0.0,Processed
932,FR0026,P012,2026-01-01,8787.03,8787.03,0.0,Processed
933,FR0026,P012,2026-02-01,9195.74,9195.74,0.0,Processed
934,FR0026,P012,2026-03-01,10327.14,10327.14,0.0,Processed
935,FR0026,P012,2026-04-01,10576.19,10576.19,0.0,Processed
936,FR0026,P012,2026-05-01,10262.32,10262.32,0.0,Processed
937,FR0026,P012,2026-06-01,10551.25,10551.25,0.0,Processed
938,FR0026,P012,2026-07-01,9502.51,9502.51,0.0,Processed
939,FR0026,P024,2026-01-01,0.0,0.0,0.0,Processed
940,FR0026,P024,2026-02-01,244.55,244.55,0.0,Processed
941,FR0026,P024,2026-03-01,0.0,0.0,0.0,Processed
942,FR0026,P024,2026-04-01,185.12,185.12,0.0,Processed
943,FR0026,P024,2026-05-01,2847.69,2847.69,0.0,Processed
944,FR0026,P024,2026-06-01,0.0,0.0,0.0,Processed
945,FR0026,P024,2026-07-01,0.0,0.0,0.0,Processed
946,FR0027,P021,2026-01-01,6146.93,6146.93,0.0,Processed
947,FR0027,P021,2026-02-01,5381.04,5381.04,0.0,Processed
948,FR0027,P021,2026-03-01,6158.29,6158.29,0.0,Processed
949,FR0027,P021,2026-04-01,5559.69,5559.69,0.0,Processed
950,FR0027,P021,2026-05-01,5343.8,5343.8,0.0,Processed
951,FR0027,P021,2026-06-01,5557.8,5557.8,0.0,Processed
952,FR0027,P021,2026-07-01,5764.51,5764.51,0.0,Processed
953,FR0027,P026,2026-01-01,0.0,0.0,0.0,Processed
954,FR0027,P026,2026-02-01,0.0,0.0,0.0,Processed
955,FR0027,P026,2026-03-01,0.0,0.0,0.0,Processed
956,FR0027,P026,2026-04-01,0.0,0.0,0.0,Processed
957,FR0027,P026,2026-05-01,0.0,0.0,0.0,Processed
958,FR0027,P026,2026-06-01,0.0,0.0,0.0,Processed
959,FR0027,P026,2026-07-01,0.0,0.0,0.0,Processed
960,FR0027,P001,2026-01-01,7980.88,7980.88,0.0,Processed
961,FR0027,P001,2026-02-01,8237.1,8237.1,0.0,Processed
962,FR0027,P001,2026-03-01,8474.08,8474.08,0.0,Processed
963,FR0027,P001,2026-04-01,7069.55,7069.55,0.0,Processed
964,FR0027,P001,2026-05-01,6720.78,6720.78,0.0,Processed
965,FR0027,P001,2026-06-01,6781.63,6781.63,0.0,Processed
966,FR0027,P001,2026-07-01,6912.26,6912.26,0.0,Processed
967,FR0028,P023,2026-01-01,4466.64,4466.64,0.0,Processed
968,FR0028,P023,2026-02-01,4314.66,4314.66,0.0,Processed
969,FR0028,P023,2026-03-01,4467.31,4467.31,0.0,Processed
970,FR0028,P023,2026-04-01,4485.41,4485.41,0.0,Processed
971,FR0028,P023,2026-05-01,4555.5,4555.5,0.0,Processed
972,FR0028,P023,2026-06-01,4650.42,4650.42,0.0,Processed
973,FR0028,P023,2026-07-01,4577.44,4577.44,0.0,Processed
974,FR0028,P018,2026-01-01,2292.28,2292.28,0.0,Processed
975,FR0028,P018,2026-02-01,1503.81,1503.81,0.0,Processed
976,FR0028,P018,2026-03-01,8136.38,8136.38,0.0,Processed
977,FR0028,P018,2026-04-01,1915.81,1915.81,0.0,Processed
978,FR0028,P018,2026-05-01,1498.21,1498.21,0.0,Processed
979,FR0028,P018,2026-06-01,1536.94,1536.94,0.0,Processed
980,FR0028,P018,2026-07-01,2767.42,2767.42,0.0,Processed
981,FR0028,P022,2026-01-01,1169.36,1169.36,0.0,Processed
982,FR0028,P022,2026-02-01,1392.15,1392.15,0.0,Processed
983,FR0028,P022,2026-03-01,675.47,675.47,0.0,Processed
984,FR0028,P022,2026-04-01,546.03,546.03,0.0,Processed
985,FR0028,P022,2026-05-01,674.14,674.14,0.0,Processed
986,FR0028,P022,2026-06-01,377.49,377.49,0.0,Processed
987,FR0028,P022,2026-07-01,577.71,577.71,0.0,Processed
988,FR0028,P017,2026-01-01,3527.47,3527.47,0.0,Processed
989,FR0028,P017,2026-02-01,3225.26,3225.26,0.0,Processed
990,FR0028,P017,2026-03-01,3148.05,3148.05,0.0,Processed
991,FR0028,P017,2026-04-01,3470.33,3470.33,0.0,Processed
992,FR0028,P017,2026-05-01,3353.04,3353.04,0.0,Processed
993,FR0028,P017,2026-06-01,3292.08,3292.08,0.0,Processed
994,FR0028,P017,2026-07-01,3382.65,3382.65,0.0,Processed
995,FR0028,P019,2026-01-01,4434.05,4434.05,0.0,Processed
996,FR0028,P019,2026-02-01,4044.53,4044.53,0.0,Processed
997,FR0028,P019,2026-03-01,3961.1,3961.1,0.0,Processed
998,FR0028,P019,2026-04-01,3797.87,3797.87,0.0,Processed
999,FR0028,P019,2026-05-01,3706.02,3706.02,0.0,Processed
1000,FR0028,P019,2026-06-01,4075.8,4075.8,0.0,Processed
1001,FR0028,P019,2026-07-01,4179.33,4179.33,0.0,Processed
1002,FR0028,P026,2026-01-01,8216.71,8216.71,0.0,Processed
1003,FR0028,P026,2026-02-01,1927.0,1927.0,0.0,Processed
1004,FR0028,P026,2026-03-01,5854.5,6892.81,1038.31,Processed
1005,FR0028,P026,2026-04-01,1795.45,1795.45,0.0,Processed
1006,FR0028,P026,2026-05-01,1835.68,1835.68,0.0,Processed
1007,FR0028,P026,2026-06-01,1570.04,1570.04,0.0,Processed
1008,FR0028,P026,2026-07-01,1932.79,1932.79,0.0,Processed
1009,FR0028,P011,2026-01-01,8877.82,8877.82,0.0,Processed
1010,FR0028,P011,2026-02-01,9676.7,9676.7,0.0,Processed
1011,FR0028,P011,2026-03-01,9521.23,9521.23,0.0,Processed
1012,FR0028,P011,2026-04-01,9494.97,9494.97,0.0,Processed
1013,FR0028,P011,2026-05-01,20489.39,22779.19,2289.81,Processed
1014,FR0028,P011,2026-06-01,9007.08,9007.08,0.0,Processed
1015,FR0028,P011,2026-07-01,9168.84,9168.84,0.0,Processed
1016,FR0029,P026,2026-01-01,3264.99,3264.99,0.0,Processed
1017,FR0029,P026,2026-02-01,2273.56,2273.56,0.0,Processed
1018,FR0029,P026,2026-03-01,4052.12,4052.12,0.0,Processed
1019,FR0029,P026,2026-04-01,2772.19,2772.19,0.0,Processed
1020,FR0029,P026,2026-05-01,2420.19,2420.19,0.0,Processed
1021,FR0029,P026,2026-06-01,3614.18,3614.18,0.0,Processed
1022,FR0029,P026,2026-07-01,3226.59,3226.59,0.0,Processed
1023,FR0029,P003,2026-01-01,6152.07,6152.07,0.0,Processed
1024,FR0029,P003,2026-02-01,6803.66,6803.66,0.0,Processed
1025,FR0029,P003,2026-03-01,5919.38,5919.38,0.0,Processed
1026,FR0029,P003,2026-04-01,6983.46,6983.46,0.0,Processed
1027,FR0029,P003,2026-05-01,6755.0,6755.0,0.0,Processed
1028,FR0029,P003,2026-06-01,6851.1,6851.1,0.0,Processed
1029,FR0029,P003,2026-07-01,6551.51,6551.51,0.0,Processed
1030,FR0029,P024,2026-01-01,0.0,0.0,0.0,Processed
1031,FR0029,P024,2026-02-01,0.0,0.0,0.0,Processed
1032,FR0029,P024,2026-03-01,0.0,0.0,0.0,Processed
1033,FR0029,P024,2026-04-01,0.0,0.0,0.0,Processed
1034,FR0029,P024,2026-05-01,0.0,0.0,0.0,Processed
1035,FR0029,P024,2026-06-01,0.0,0.0,0.0,Processed
1036,FR0029,P024,2026-07-01,0.0,0.0,0.0,Processed
1037,FR0029,P016,2026-01-01,2476.06,2476.06,0.0,Processed
1038,FR0029,P016,2026-02-01,2540.34,2540.34,0.0,Processed
1039,FR0029,P016,2026-03-01,2487.04,2487.04,0.0,Processed
1040,FR0029,P016,2026-04-01,2654.46,2654.46,0.0,Processed
1041,FR0029,P016,2026-05-01,2275.58,2275.58,0.0,Processed
1042,FR0029,P016,2026-06-01,2277.84,2277.84,0.0,Processed
1043,FR0029,P016,2026-07-01,4640.6,12365.79,7725.19,Processed
1044,FR0029,P028,2026-01-01,524.34,524.34,0.0,Processed
1045,FR0029,P028,2026-02-01,528.98,528.98,0.0,Processed
1046,FR0029,P028,2026-03-01,387.24,387.24,0.0,Processed
1047,FR0029,P028,2026-04-01,2489.42,2489.42,0.0,Processed
1048,FR0029,P028,2026-05-01,194.8,194.8,0.0,Processed
1049,FR0029,P028,2026-06-01,174.62,174.62,0.0,Processed
1050,FR0029,P028,2026-07-01,80.1,80.1,0.0,Processed
1051,FR0029,P021,2026-01-01,6965.51,6965.51,0.0,Processed
1052,FR0029,P021,2026-02-01,7366.88,7366.88,0.0,Processed
1053,FR0029,P021,2026-03-01,7656.39,7656.39,0.0,Processed
1054,FR0029,P021,2026-04-01,6968.71,6968.71,0.0,Processed
1055,FR0029,P021,2026-05-01,7809.19,7809.19,0.0,Processed
1056,FR0029,P021,2026-06-01,7695.8,7695.8,0.0,Processed
1057,FR0029,P021,2026-07-01,7281.05,7281.05,0.0,Processed
1058,FR0029,P027,2026-01-01,0.0,0.0,0.0,Processed
1059,FR0029,P027,2026-02-01,0.0,0.0,0.0,Processed
1060,FR0029,P027,2026-03-01,0.0,0.0,0.0,Processed
1061,FR0029,P027,2026-04-01,0.0,0.0,0.0,Processed
1062,FR0029,P027,2026-05-01,0.0,0.0,0.0,Processed
1063,FR0029,P027,2026-06-01,0.0,0.0,0.0,Processed
1064,FR0029,P027,2026-07-01,0.0,0.0,0.0,Processed
1065,FR0030,P024,2026-01-01,0.0,0.0,0.0,Processed
1066,FR0030,P024,2026-02-01,250.23,250.23,0.0,Processed
1067,FR0030,P024,2026-03-01,69.91,69.91,0.0,Processed
1068,FR0030,P024,2026-04-01,215.45,215.45,0.0,Processed
1069,FR0030,P024,2026-05-01,0.0,0.0,0.0,Processed
1070,FR0030,P024,2026-06-01,0.0,0.0,0.0,Processed
1071,FR0030,P024,2026-07-01,168.36,168.36,0.0,Processed
1072,FR0030,P012,2026-01-01,7582.34,7582.34,0.0,Processed
1073,FR0030,P012,2026-02-01,7963.57,7963.57,0.0,Processed
1074,FR0030,P012,2026-03-01,7241.28,7241.28,0.0,Processed
1075,FR0030,P012,2026-04-01,12139.62,16906.57,4766.95,Processed
1076,FR0030,P012,2026-05-01,7057.29,9903.4,2846.11,Processed
1077,FR0030,P012,2026-06-01,6879.69,6879.69,0.0,Processed
1078,FR0030,P012,2026-07-01,6676.15,6676.15,0.0,Processed
1079,FR0030,P022,2026-01-01,0.0,0.0,0.0,Processed
1080,FR0030,P022,2026-02-01,0.0,0.0,0.0,Processed
1081,FR0030,P022,2026-03-01,0.0,0.0,0.0,Processed
1082,FR0030,P022,2026-04-01,0.0,0.0,0.0,Processed
1083,FR0030,P022,2026-05-01,0.0,0.0,0.0,Processed
1084,FR0030,P022,2026-06-01,0.0,0.0,0.0,Processed
1085,FR0030,P022,2026-07-01,0.0,0.0,0.0,Processed
1086,FR0030,P001,2026-01-01,1786.12,1786.12,0.0,Processed
1087,FR0030,P001,2026-02-01,1525.85,10725.01,9199.16,Processed
1088,FR0030,P001,2026-03-01,1488.54,1488.54,0.0,Processed
1089,FR0030,P001,2026-04-01,1353.67,1353.67,0.0,Processed
1090,FR0030,P001,2026-05-01,1785.29,1785.29,0.0,Processed
1091,FR0030,P001,2026-06-01,1766.62,3771.24,2004.62,Processed
1092,FR0030,P001,2026-07-01,1532.42,1532.42,0.0,Processed
1093,FR0030,P003,2026-01-01,9355.08,9355.08,0.0,Processed
1094,FR0030,P003,2026-02-01,8503.45,8503.45,0.0,Processed
1095,FR0030,P003,2026-03-01,9257.41,9257.41,0.0,Processed
1096,FR0030,P003,2026-04-01,9430.12,9430.12,0.0,Processed
1097,FR0030,P003,2026-05-01,7770.96,7770.96,0.0,Processed
1098,FR0030,P003,2026-06-01,9365.26,9365.26,0.0,Processed
1099,FR0030,P003,2026-07-01,8208.23,8208.23,0.0,Processed
1100,FR0030,P010,2026-01-01,1479.96,1479.96,0.0,Processed
1101,FR0030,P010,2026-02-01,213.54,213.54,0.0,Processed
1102,FR0030,P010,2026-03-01,0.0,0.0,0.0,Processed
1103,FR0030,P010,2026-04-01,1510.68,1510.68,0.0,Processed
1104,FR0030,P010,2026-05-01,1123.27,1123.27,0.0,Processed
1105,FR0030,P010,2026-06-01,894.05,894.05,0.0,Processed
1106,FR0030,P010,2026-07-01,0.0,0.0,0.0,Processed
1107,FR0030,P007,2026-01-01,0.0,0.0,0.0,Processed
1108,FR0030,P007,2026-02-01,0.0,0.0,0.0,Processed
1109,FR0030,P007,2026-03-01,0.0,0.0,0.0,Processed
1110,FR0030,P007,2026-04-01,0.0,2160.69,2160.69,Processed
1111,FR0030,P007,2026-05-01,0.0,0.0,0.0,Processed
1112,FR0030,P007,2026-06-01,0.0,0.0,0.0,Processed
1113,FR0030,P007,2026-07-01,0.0,0.0,0.0,Processed
1114,FR0031,P021,2026-01-01,9004.62,9004.62,0.0,Processed
1115,FR0031,P021,2026-02-01,10078.93,10078.93,0.0,Processed
1116,FR0031,P021,2026-03-01,9972.04,9972.04,0.0,Processed
1117,FR0031,P021,2026-04-01,10114.11,10114.11,0.0,Processed
1118,FR0031,P021,2026-05-01,9588.36,9588.36,0.0,Processed
1119,FR0031,P021,2026-06-01,8657.17,8657.17,0.0,Processed
1120,FR0031,P021,2026-07-01,8890.97,8890.97,0.0,Processed
1121,FR0031,P011,2026-01-01,8908.31,8908.31,0.0,Processed
1122,FR0031,P011,2026-02-01,9402.55,9402.55,0.0,Processed
1123,FR0031,P011,2026-03-01,9657.28,9657.28,0.0,Processed
1124,FR0031,P011,2026-04-01,9811.91,9811.91,0.0,Processed
1125,FR0031,P011,2026-05-01,8831.43,8831.43,0.0,Processed
1126,FR0031,P011,2026-06-01,8746.82,8746.82,0.0,Processed
1127,FR0031,P011,2026-07-01,8608.63,8608.63,0.0,Processed
1128,FR0031,P020,2026-01-01,1162.96,1162.96,0.0,Processed
1129,FR0031,P020,2026-02-01,1208.76,1208.76,0.0,Processed
1130,FR0031,P020,2026-03-01,887.6,887.6,0.0,Processed
1131,FR0031,P020,2026-04-01,1314.37,1314.37,0.0,Processed
1132,FR0031,P020,2026-05-01,681.11,681.11,0.0,Processed
1133,FR0031,P020,2026-06-01,1105.17,1105.17,0.0,Processed
1134,FR0031,P020,2026-07-01,927.65,927.65,0.0,Processed
1135,FR0031,P028,2026-01-01,1235.27,1235.27,0.0,Processed
1136,FR0031,P028,2026-02-01,1592.8,1592.8,0.0,Processed
1137,FR0031,P028,2026-03-01,1140.72,1140.72,0.0,Processed
1138,FR0031,P028,2026-04-01,1359.01,1359.01,0.0,Processed
1139,FR0031,P028,2026-05-01,1529.81,1529.81,0.0,Processed
1140,FR0031,P028,2026-06-01,1249.06,1249.06,0.0,Processed
1141,FR0031,P028,2026-07-01,1210.89,1210.89,0.0,Processed
1142,FR0031,P012,2026-01-01,16900.36,16900.36,0.0,Processed
1143,FR0031,P012,2026-02-01,8956.12,8956.12,0.0,Processed
1144,FR0031,P012,2026-03-01,7738.24,7738.24,0.0,Processed
1145,FR0031,P012,2026-04-01,8698.96,8698.96,0.0,Processed
1146,FR0031,P012,2026-05-01,7815.03,7815.03,0.0,Processed
1147,FR0031,P012,2026-06-01,8083.18,8083.18,0.0,Processed
1148,FR0031,P012,2026-07-01,7256.6,7256.6,0.0,Processed
1149,FR0031,P008,2026-01-01,3160.01,3160.01,0.0,Processed
1150,FR0031,P008,2026-02-01,2731.86,2731.86,0.0,Processed
1151,FR0031,P008,2026-03-01,3040.63,3040.63,0.0,Processed
1152,FR0031,P008,2026-04-01,2926.48,2926.48,0.0,Processed
1153,FR0031,P008,2026-05-01,2774.59,2774.59,0.0,Processed
1154,FR0031,P008,2026-06-01,6081.84,6081.84,0.0,Processed
1155,FR0031,P008,2026-07-01,2893.27,2893.27,0.0,Processed
1156,FR0032,P016,2026-01-01,5819.73,5819.73,0.0,Processed
1157,FR0032,P016,2026-02-01,6021.58,6021.58,0.0,Processed
1158,FR0032,P016,2026-03-01,5843.87,5843.87,0.0,Processed
1159,FR0032,P016,2026-04-01,5109.88,5109.88,0.0,Processed
1160,FR0032,P016,2026-05-01,6104.38,6104.38,0.0,Processed
1161,FR0032,P016,2026-06-01,5066.16,5066.16,0.0,Processed
1162,FR0032,P016,2026-07-01,5772.99,5772.99,0.0,Processed
1163,FR0032,P007,2026-01-01,2167.05,2167.05,0.0,Processed
1164,FR0032,P007,2026-02-01,2306.06,2306.06,0.0,Processed
1165,FR0032,P007,2026-03-01,1896.01,1896.01,0.0,Processed
1166,FR0032,P007,2026-04-01,1124.96,1124.96,0.0,Processed
1167,FR0032,P007,2026-05-01,2420.4,2420.4,0.0,Processed
1168,FR0032,P007,2026-06-01,2366.91,2366.91,0.0,Processed
1169,FR0032,P007,2026-07-01,1832.66,1832.66,0.0,Processed
1170,FR0032,P026,2026-01-01,0.0,0.0,0.0,Processed
1171,FR0032,P026,2026-02-01,0.0,0.0,0.0,Processed
1172,FR0032,P026,2026-03-01,0.0,0.0,0.0,Processed
1173,FR0032,P026,2026-04-01,0.0,0.0,0.0,Processed
1174,FR0032,P026,2026-05-01,0.0,0.0,0.0,Processed
1175,FR0032,P026,2026-06-01,0.0,0.0,0.0,Processed
1176,FR0032,P026,2026-07-01,0.0,0.0,0.0,Processed
1177,FR0032,P010,2026-01-01,4693.65,4693.65,0.0,Processed
1178,FR0032,P010,2026-02-01,0.0,2559.74,2559.74,Processed
1179,FR0032,P010,2026-03-01,0.0,0.0,0.0,Processed
1180,FR0032,P010,2026-04-01,0.0,0.0,0.0,Processed
1181,FR0032,P010,2026-05-01,0.0,0.0,0.0,Processed
1182,FR0032,P010,2026-06-01,0.0,0.0,0.0,Processed
1183,FR0032,P010,2026-07-01,0.0,0.0,0.0,Processed
1184,FR0033,P021,2026-01-01,4778.99,4778.99,0.0,Processed
1185,FR0033,P021,2026-02-01,4000.42,4000.42,0.0,Processed
1186,FR0033,P021,2026-03-01,4298.98,4298.98,0.0,Processed
1187,FR0033,P021,2026-04-01,4585.05,4585.05,0.0,Processed
1188,FR0033,P021,2026-05-01,8329.58,8329.58,0.0,Processed
1189,FR0033,P021,2026-06-01,4732.4,4732.4,0.0,Processed
1190,FR0033,P021,2026-07-01,4589.17,4589.17,0.0,Processed
1191,FR0033,P007,2026-01-01,0.0,0.0,0.0,Processed
1192,FR0033,P007,2026-02-01,0.0,0.0,0.0,Processed
1193,FR0033,P007,2026-03-01,0.0,0.0,0.0,Processed
1194,FR0033,P007,2026-04-01,0.0,0.0,0.0,Processed
1195,FR0033,P007,2026-05-01,0.0,0.0,0.0,Processed
1196,FR0033,P007,2026-06-01,0.0,0.0,0.0,Processed
1197,FR0033,P007,2026-07-01,0.0,0.0,0.0,Processed
1198,FR0033,P002,2026-01-01,4747.72,4747.72,0.0,Processed
1199,FR0033,P002,2026-02-01,3473.33,3473.33,0.0,Processed
1200,FR0033,P002,2026-03-01,3782.61,3782.61,0.0,Processed
1201,FR0033,P002,2026-04-01,4331.61,4331.61,0.0,Processed
1202,FR0033,P002,2026-05-01,4067.4,4067.4,0.0,Processed
1203,FR0033,P002,2026-06-01,3568.78,3568.78,0.0,Processed
1204,FR0033,P002,2026-07-01,3819.37,3819.37,0.0,Processed
1205,FR0034,P008,2026-01-01,4115.03,4115.03,0.0,Processed
1206,FR0034,P008,2026-02-01,4277.37,4277.37,0.0,Processed
1207,FR0034,P008,2026-03-01,3997.15,3997.15,0.0,Processed
1208,FR0034,P008,2026-04-01,4537.43,4537.43,0.0,Processed
1209,FR0034,P008,2026-05-01,4679.77,4679.77,0.0,Processed
1210,FR0034,P008,2026-06-01,4264.73,4264.73,0.0,Processed
1211,FR0034,P008,2026-07-01,4210.26,4210.26,0.0,Processed
1212,FR0034,P029,2026-01-01,4633.11,4633.11,0.0,Processed
1213,FR0034,P029,2026-02-01,5866.0,5866.0,0.0,Processed
1214,FR0034,P029,2026-03-01,6005.28,6005.28,0.0,Processed
1215,FR0034,P029,2026-04-01,5107.56,5107.56,0.0,Processed
1216,FR0034,P029,2026-05-01,4731.63,4731.63,0.0,Processed
1217,FR0034,P029,2026-06-01,5613.48,5613.48,0.0,Processed
1218,FR0034,P029,2026-07-01,4970.29,4970.29,0.0,Processed
1219,FR0034,P015,2026-01-01,0.0,0.0,0.0,Processed
1220,FR0034,P015,2026-02-01,214.56,214.56,0.0,Processed
1221,FR0034,P015,2026-03-01,0.0,0.0,0.0,Processed
1222,FR0034,P015,2026-04-01,113.3,113.3,0.0,Processed
1223,FR0034,P015,2026-05-01,0.0,0.0,0.0,Processed
1224,FR0034,P015,2026-06-01,0.0,0.0,0.0,Processed
1225,FR0034,P015,2026-07-01,0.0,0.0,0.0,Processed
1226,FR0034,P005,2026-01-01,0.0,0.0,0.0,Processed
1227,FR0034,P005,2026-02-01,0.0,0.0,0.0,Processed
1228,FR0034,P005,2026-03-01,0.0,0.0,0.0,Processed
1229,FR0034,P005,2026-04-01,0.0,0.0,0.0,Processed
1230,FR0034,P005,2026-05-01,0.0,0.0,0.0,Processed
1231,FR0034,P005,2026-06-01,0.0,0.0,0.0,Processed
1232,FR0034,P005,2026-07-01,0.0,0.0,0.0,Processed
1233,FR0035,P028,2026-01-01,1557.44,1557.44,0.0,Processed
1234,FR0035,P028,2026-02-01,1585.54,1585.54,0.0,Processed
1235,FR0035,P028,2026-03-01,1191.32,1191.32,0.0,Processed
1236,FR0035,P028,2026-04-01,1587.53,1587.53,0.0,Processed
1237,FR0035,P028,2026-05-01,1460.72,1460.72,0.0,Processed
1238,FR0035,P028,2026-06-01,916.25,916.25,0.0,Processed
1239,FR0035,P028,2026-07-01,1205.54,1205.54,0.0,Processed
